category,question,optionA,optionB,optionC,optionD,correct,image,explanation
Flight Plan,"Refer to figure 033-54<br>Using the Range Profile Diagram, for the single engine aeroplane, determine the range, with 45 minutes reserve, in the following conditions, given:<br>OAT: ISA -15°C<br>Pressure altitude: 12 000 ft<br>Full throttle: 23.0 in/Hg / 2300 RPM",875 NM,902 NM,908 NM,860 NM,2,,
Flight Plan,"Refer to figure 033-54. Using the following information, calculate the range. Given:<br>Aeroplane mass at start up: 3663 lbs<br>Fuel load (density 6 lbs/gal): 74 gal<br>Take-off altitude: sea level<br>Headwind: 40 kts<br>Cruise altitude: 8000 ft<br>Power setting: full throttle<br>2300 RPM<br>20 °C lean of peak",547.5 NM,844 NM,633 NM,,3,,
Flight Plan,"Refer to figure 033-03<br>Using the Power Setting Table, for the single engine aeroplane, determine the cruise TAS and fuel flow (lbs/hr) with full throttle and cruise lean mixture in the following conditions, given:<br>OAT: 3°C<br>Pressure altitude: 6000 ft<br>Power: Full throttle (21.0 in/Hg) 2100 RPM",136 kts and 56.9 lbs/hrs.,134 kts and 55.7 lbs/hrs.,131 kts and 56.9 lbs/hrs.,,2,,
Flight Plan,OAT: 3°C<br>Pressure altitude: 6000 ft<br>Power: Full throttle (21.0 in/Hg) 2100 RPM,136 kts and 56.9 lbs/hrs.,134 kts and 55.7 lbs/hrs.,131 kts and 56.9 lbs/hrs.,125 kts and 55.7 lbs/hrs.,2,,
Flight Plan,Refer to figure 033-58<br>A flight is to be made from one airport (elevation 3 000 ft) to another in a multi engine piston aeroplane. The cruising level will be FL110. The temperature at FL110 is ISA-10 °C. The temperature at the departure aerodrome is -1 °C. Calculate the fuel to climb with mixture rich.,6 US gallons.,3 US gallons.,10 US gallons.,12 US gallons.,1,,
Flight Plan,"FL75<br>OAT: +5 °C<br>During climb: average headwind component 20 kts<br>Take-off from MSL with the initial mass of 3 650 lbs<br>Find the still air distance (NAM) and ground distance (NM) using the graph TIME, FUEL, DISTANCE TO CLIMB:","16 NAM, 18 NM.","18 NAM, 15 NM.","18 NAM, 13 NM.","14 NAM, 18 NM.",1,,
Flight Plan,Cruising: FL75<br>Mixture: lean<br>Full throttle: 2300 RPM<br>Take-off fuel: 444 lbs<br>Take-off from: MSL<br>Find endurance in hours:,5 hrs 12 mins.,4 hrs 42 mins.,5 hrs 23 mins.,5 hrs 20 mins.,1,,
Flight Plan,"Refer to figure 033-68<br>A flight is to be made to an airport, pressure altitude 3 000 ft, in a multi engine piston aeroplane. The forecast OAT for the airport is -1 °C. The cruising level will be FL110, where OAT is -10 °C. Calculate the still air descent distance for:<br>â€¢ 145 KIAS<br>â€¢ Rate of descent 1 000 ft/min<br>â€¢ Gear and flaps up",36 NM,29 NM,20 NM,25 NM,2,,
Flight Plan,Refer to figure 033-59. A flight is to be made in a multi engine piston aeroplane. The cruising level will be 11 000 ft. The outside air temperature at FL is -15°C. The usable fuel is 123 US gallons. The power is set to economy cruise. Find the range in NM with 45 min reserve fuel.,610 NM,852 NM,602 NM,752 NM,4,,
Flight Plan,Flight Level 75<br>OAT: +5°C<br>Average wind: 20 kts head<br>Take-off from MSL with the initial mass of 3650 lbs. Find time and fuel to climb.,9 min
Flight Plan,Refer to figure 033-11<br>A twin jet aeroplane is flying at FL310 - below the optimum altitude (range loss = 6%). Using the following data find the specific range:<br>Cruise: Mach 0.74 at FL310<br>Gross mass: 50 000 kg<br>Temperature: ISA,187 NAM / 1 000 kg.,2.807 NAM / 1 000 kg.,2.994 NAM / 1 000 kg.,176 NAM / 1 000 kg.,2,,
Flight Plan,"Refer to figure 033-89<br>Finish the endurance / fuel calculations and determine ATC endurance for a twin jet aeroplane, with the help of the table provided. Contingency is 5% of the planned Trip Fuel and fuel flow for extra fuel is 2 400 kg/hr.",ATC endurance: 03:37,ATC endurance: 04:12,ATC endurance: 03:52,ATC endurance: 04:07,4,,
Flight Plan,"Refer to figure 033-39<br>A flight has to be made with a multi engine piston aeroplane. For the fuel calculations take:<br><br>â€¢ 5 US gallons for the taxi<br>â€¢ Additional 13 min at cruise condition to account for climb and descent<br>â€¢ Calculated time from overhead to overhead is 1 hr 47 min<br>â€¢ Power setting is 45%, 2,600 RPM<br>â€¢ Calculated reserve fuel is 30% of the Trip Fuel<br>â€¢ FL100, OAT is -5°C<br><br>Find the minimum Block Fuel:",37 US gallons,47 US gallons,470 US gallons,,2,,
Flight Plan,"Calculated time from overhead to overhead is 1 hr 47 min<br>Power setting is 45%, 2,600 RPM<br>Calculated reserve fuel is 30% of the Trip Fuel<br>FL100, OAT is -5°C<br>Find the minimum Block Fuel:",37 US gallons,47 US gallons,470 US gallons,60 US gallons,2,,
Flight Plan,Find the estimated trip fuel and time with simplified flight planning.,"4 600 kg, 02:05.","4 400 kg, 02:05.","4 750 kg, 02:00.","4 800 kg, 01:51.",4,,
Flight Plan,"Refer to figures 033-27 and 033-93<br>Assuming the following data:<br>Ground distance to be covered: 2,600 NM<br>Cruise flight level: FL370<br>Cruising speed: Mach 0.82 (TAS 470 kts)<br>Wind: CALM<br>Planned destination Landing Mass: 140,000 kg<br>Temperature: ISA +15°C<br>CG: 37%<br>Total anti-ice: ON<br>Air conditioning: NORMAL<br>Fuel consumption for such a flight is:","29,100 kg","31,500 kg",,,1,,
Flight Plan,Fuel consumption for such a flight is:,29 100 kg,31 500 kg,27 400 kg,29 400 kg,2,,
Flight Plan,Refer to figure 033-86<br>The following apply:<br>Tailwind component: 10 kts<br>Temperature: ISA +10°C<br>Brake release mass: 63 000 kg<br>Trip Fuel available: 20 000 kg<br>What is the maximum possible trip distance?,3 250 NM,3 740 NM,3 640 NM,,2,,
Flight Plan,Temperature: ISA +10°C<br>Brake release mass: 63 000 kg<br>Trip Fuel available: 20 000 kg<br>What is the maximum possible trip distance?,3 250 NM,3 740 NM,3 640 NM,3 500 NM,2,,
Flight Plan,"Refer to figure 033-42<br>The fuel required for 45 minutes holding, in a racetrack pattern, at PA 5 000 ft, mean gross mass 47 000 kg, is:",1 125 kg,1 090 kg,1 690 kg,1 635 kg,4,,
Flight Plan,Refer to figure 033-78<br>Determine the estimated trip fuel and trip time using the simplified flight planning. Given:<br>Cruise conditions: FL330 / M 0.78<br>Ground distance: 1 600 NM<br>Headwind component: 50 kts<br>Temperature: ISA +20°<br>Estimated landing weight: 55 000 kg,"11 400 kg, 04 hrs 12 min.","12 400 kg, 04 hrs 12 min.","11 400 kg, 03 hrs 59 min.",,1,,
Flight Plan,Cruise conditions: FL330 / M 0.78<br>Ground distance: 1 600 NM<br>Headwind component: 50 kts<br>Temperature: ISA +20°<br>Estimated landing weight: 55 000 kg,"11 400 kg, 04 hrs 12 min.","12 400 kg, 04 hrs 12 min.","11 400 kg, 03 hrs 59 min.","12 400 kg, 04 hrs 00 min.",4,,
Flight Plan,Distance C-D: 540 NM<br>Cruise: FL210 / 300 KIAS<br>Temperature: ISA +20 °C<br>Wind component: 50 kts head<br>Gross mass at C: 60 000 kg,4 200 kg,3 350 kg,4 620 kg,3 680 kg,1,,
Flight Plan,"Refer to figure 033-26<br>A turbojet aeroplane, weighing 200 000 kg, cruises at the optimum level at M 0.84 (ISA, CG=37%, Total Anti Ice ON). A headwind of 30 kts is experienced and, after a distance of 500 NM, severe icing is encountered and this requires an immediate descent. The aeroplane mass at start of descent is:",193 400 kg,193 800 kg,192 500 kg,193 000 kg,3,,
Flight Plan,Refer to figure 033-13<br>What is the fuel required to fly from C to D? Given:<br>Cruise: FL340 / LRC<br>Distance C-D: 3 200 NM<br>Temperature: ISA +12°<br>Tailwind component: 50 kts<br>Gross mass at C: 55 000 kg,17 800 kg,14 500 kg,17 500 kg,,2,,
Flight Plan,Cruise: FL340 / LRC<br>Distance C-D: 3 200 NM<br>Temperature: ISA +12°<br>Tailwind component: 50 kts<br>Gross mass at C: 55 000 kg,17 800 kg,14 500 kg,17 500 kg,14 200 kg,2,,
Flight Plan,Fuel consumption for such a flight is:,27 800 kg,27 000 kg,29 200 kg,28 300 kg,1,,
Flight Plan,Twin jet aeroplane<br>Estimated mass on arrival at the alternate: 50 000 kg<br>Elevation at destination aerodrome: 3 500 ft<br>Elevation at alternate aerodrome: 30 ft<br>Find the Final reserve fuel:,2 300 kg,2 360 kg,1 180 kg,1 150 kg,3,,
Flight Plan,Refer to figure 033-17<br>Given:<br>Brake release mass: 62 000 kg<br>Temperature: ISA +15 °C<br>What is the fuel required for a climb from Sea Level to FL330?,1 750 kg,1 800 kg,1 700 kg,1 650 kg,3,,
Flight Plan,Refer to figure 033-75<br>For a flight of 2 800 ground nautical miles the following applies:<br><br>Headwind component: 15 kts<br>Temperature: ISA + 15 °C<br>Cruise altitude: 35 000 ft<br>Landing Mass: 50 000 kg<br><br>The Trip Fuel and trip time respectively are:,"17 600 kg; 6 hrs 50 min.","20 000 kg; 7 hrs 00 min.","16 200 kg; 6 hrs 20 min.","17000 kg; 6 hrs 10 min.",1,,
Flight Plan,Refer to figure 033-75<br>For a flight of 1 900 NM the following conditions apply.<br><br>Headwind component: 10 kts<br>Temperature: ISA -5 °C<br>Trip Fuel available: 15 000 kg<br>Landing Mass: 50 000 kg<br><br>What is the minimum cruise level (pressure altitude) which may be planned?,22 000 ft,17 000 ft,10 000 ft,,2,,
Flight Plan,What is the minimum cruise level (pressure altitude) which may be planned?,22 000 ft,17 000 ft,10 000 ft,14 000 ft,2,,
Flight Plan,Refer to figures 033-10 and 033-87<br>Given:<br>Cruise: FL300 / M 0.78<br>Distance B - C: 800 NM<br>Temperature: -55°C<br>Headwind component: 50 kts<br>Gross mass at B: 64 500 kg<br>The fuel required from B - C is:,6150 kg,4975 kg,6000 kg,,2,,
Flight Plan,Temperature: -55°C<br>Headwind component: 50 kts<br>Gross mass at B: 64 500 kg<br>The fuel required from B - C is:,6150 kg,4975 kg,6000 kg,5050 kg,2,,
Flight Plan,Refer to figures 033-05 and 033-87<br>What is the fuel required to fly from B to C? Given:<br>Cruise: FL210 / 300 KIAS<br>Distance B - C: 350 NM<br>OAT: -40°C<br>Wind component: 70 kts tail<br>Gross mass at B: 53 200 kg,2 800 kg,1 810 kg,2 670 kg,,3,,
Flight Plan,Cruise: FL210 / 300 KIAS<br>Distance B - C: 350 NM<br>OAT: -40°C<br>Wind component: 70 kts tail<br>Gross mass at B: 53 200 kg,2 800 kg,1 810 kg,2 670 kg,1 940 kg,4,,
Flight Plan,"Refer to figure 033-75<br>For a flight of 2,400 ground nautical miles the following apply:<br><br>Temperature: ISA -10 °C<br>Cruise altitude: 29,000 ft<br>Landing Mass: 45,000 kg<br>Trip Fuel available: 16,000 kg<br><br>What is the maximum headwind component which may be accepted?",70 kts,15 kts,35 kts,,3,,
Flight Plan,What is the maximum headwind component which may be accepted?,70 kts,15 kts,35 kts,zero,3,,
Flight Plan,Refer to figure 033-16<br>Find the climb fuel: Given:<br>Mass at brake release: 57 500 kg<br>Temperature: ISA -10°C<br>Average headwind component: 16 kts<br>Initial cruise: FL280,1 387 kg,1 238 kg,1 138 kg,1 040 kg,3,,
Flight Plan,"For a flight of 2 800 ground nautical miles the following applies:<br>Headwind component: 20 kts<br>Temperature: ISA + 15 °C<br>Brake release mass: 64 700 kg<br><br>The Trip Fuel and trip time respectively are:","16 200 kg; 6 hrs 20 min.","17 000 kg; 6 hrs 45 min.","15 800 kg; 6 hrs 15 min.","18 400 kg;7 hrs 00 min.",2,,
Flight Plan,"Temperatures: ISA<br>Wind component: 70 kts head<br>""Total anti-ice"" setting: ON (entire flight)<br>No requested climb and descent correction of the fuel consumption. The fuel required from take-off to landing is:",20 900 kg,22 160 kg,27 770 kg,29 440 kg,4,,
Flight Plan,Refer to figure 033-70<br>What is the alternate fuel required? Given:<br>Distance to Alternate: 450 NM<br>Landing Mass at Alternate: 45 000 kg<br>Tailwind component: 50 kts,2 750 kg,2 900 kg,3 050 kg,2 500 kg,2,,
Flight Plan,"Refer to figure 033-01<br>A flight has to be made with a single engine aeroplane. For the fuel calculation allow:<br>- 10 lbs fuel for start up and taxi<br>- 3 minutes and 10 lbs of additional fuel to allow for the climb<br>- 10 minutes and no fuel correction for the descent<br>- Planned flight time (overhead to overhead) is 3 hrs and 12 minutes<br>- Reserve fuel 30% of the Trip Fuel<br>- Power setting is 23 inHg (or full throttle), 2,300 RPM, 20°C lean<br>- FL70 and the OAT is +20 °C<br><br>The minimum Block Fuel is:",325 lbs,289 lbs,306 lbs,,1,,
Flight Plan,"Planned flight time (overhead to overhead) is 3 hrs and 12 minutes<br>Reserve fuel 30% of the Trip Fuel<br>Power setting is 23 inHg (or full throttle), 2300 RPM, 20°C lean<br>FL70 and the OAT is +20°C<br>The minimum Block Fuel is:",325 lbs,289 lbs,306 lbs,349 lbs,1,,
Flight Plan,"Refer to figure 033-01<br>A flight has to be made with a single engine aeroplane. For the fuel calculation allow:<br>- 10 lbs fuel for start up and taxi<br>- 3 minutes and 6 lbs of additional fuel to allow for the climb<br>- 10 minutes and no fuel correction for the descent<br>- Planned flight time (overhead to overhead) is 2 hours 37 minutes<br>- Reserve fuel 30% of the trip fuel<br>- Power setting is 23 in.HG (or full throttle), 2,300 RPM, 20°C lean<br>- FL 50 and Standard Day (ISA)<br><br>The minimum block fuel is:",260 lbs,256 lbs,286 lbs,,1,,
Flight Plan,"Planned flight time (overhead to overhead) is 2 hours 37 minutes<br>Reserve fuel 30% of the trip fuel<br>Power setting is 23 in.HG (or full throttle), 2,300 RPM, 20°C lean<br>FL 50 and Standard Day (ISA)<br>The minimum block fuel is:",260 lbs,256 lbs,286 lbs,276 lbs,4,,
Flight Plan,"Assuming zero wind, the planned flight time from take-off to landing needed to complete this flight will be:",203 minutes,198 minutes,,,1,,
Flight Plan,"Assuming zero wind, the planned flight time from take-off to landing needed to complete this flight will be:",203 minutes,198 minutes,209 minutes,192 minutes,3,,
Flight Plan,"Refer to figure 033-75<br>For a flight of 2 000 ground nautical miles, cruising at 30 000 ft, within the limits of the data given, a headwind component of 25 kts will affect the trip time by approximately.",+7.6%,+2.3%,+5.3%,-3.6%,1,,
Flight Plan,"Refer to figure 033-86<br>For a flight of 2 400 ground nautical miles, the following apply:<br>Tailwind: 25 kts<br>Temperature: ISA -10 °C<br>Brake release mass: 66 000 kg<br>The Trip Fuel and trip time respectively are:","14 000 kg, 5 hrs 35 min.","15 800 kg, 6 hrs 20 min.","14 600 kg, 5 hrs 45 min.",,1,,
Flight Plan,Tailwind: 25 kts<br>Temperature: ISA -10 °C<br>Brake release mass: 66 000 kg<br>The Trip Fuel and trip time respectively are:,"14 000 kg, 5 hrs 35 min.","15 800 kg, 6 hrs 20 min.","14 600 kg, 5 hrs 45 min.","15 000 kg, 6 hrs 00 min.",2,,
Flight Plan,"Refer to figure 033-39<br>A flight has to be made with a multi engine piston aeroplane. For the fuel calculations take:<br>- 5 US gallons for the taxi<br>- Additional 13 minutes at cruise condition to account for climb and descent<br>- Calculated time overhead to overhead is 2 hrs 37 min<br>- Power setting is 65%, 2,500 RPM<br>- Calculated reserve fuel is 30% of the Trip Fuel<br>- FL120, OAT is 1°C<br>Find the minimum Block Fuel:",86 US gallons.,91 US gallons.,76 US gallons.,,2,,
Flight Plan,"Calculated time overhead to overhead is 2 hrs 37 min<br>Power setting is 65%, 2,500 RPM<br>Calculated reserve fuel is 30% of the Trip Fuel<br>FL120, OAT is 1°C<br><br>Find the minimum Block Fuel:",86 US gallons.,91 US gallons.,76 US gallons.,118 US gallons.,2,,
Flight Plan,Refer to figures 033-27 and 033-93<br>Assuming the following data:<br>Ground distance to be covered: 1 500 NM<br>Cruise flight level: FL310<br>Cruising speed: Mach 0.82 (TAS 470 kts)<br>Headwind component: 40 kts<br>Planned destination Landing Mass: 140 000 kg<br>Temperature: ISA +15°C<br>CG: 37%<br>Total anti-ice: ON<br>Pack flow: HI<br>Fuel consumption for such a flight is:,21 700 kg,21 500 kg,,,1,,
Flight Plan,Fuel consumption for such a flight is:,21 700 kg,21 500 kg,19 900 kg,23 500 kg,1,,
Flight Plan,"Refer to figure 033-42<br>The fuel required for 30 minutes holding, in a racetrack pattern, at PA 1 500 ft, at mean gross mass of 45 000 kg, is:",1 010 kg,1 310 kg,2 180 kg,1 090 kg,2,,
Flight Plan,"Refer to figure 033-75<br>Within the limits of the data given, a mean temperature increase of 30°C will affect the trip time by approximately:",-5%,-7%,+8%,+5%,2,,
Flight Plan,"Refer to figures 033-21, 033-37 and 033-38<br>Given:<br>Take-off mass: 150 000 kg<br>Cruise level: FL 350<br>Cruise speed: Long Range (LRC)<br>Conditions: ISA<br>CG: 37%<br>What will be your trip fuel from take-off to landing while covering an air distance of 2 000 NM?",21 760 kg,20 260 kg,19 660 kg,,1,,
Flight Plan,What will be your trip fuel from take-off to landing while covering an air distance of 2000 NM?,21 760 kg,20 260 kg,19 660 kg,22 360 kg,4,,
Flight Plan","Refer to figures 033-15 and 033-87<br>What is the fuel required using the LRC procedure? Given:<br>The aeroplane gross mass at top of climb: 61 500 kg<br>The distance to be flown: 385 NM at FL350<br>OAT: -54°C<br>Wind component: 40 kts tailwind","2 150 kg","2 250 kg","2 350 kg","2 050 kg",2,,
Flight Plan","Refer to figure 033-86<br>What is the maximum possible trip distance? Given:<br>Headwind component: 50 kts<br>Temperature: ISA + 10 °C<br>Brake release mass: 65 000 kg<br>Trip Fuel available: 18 000 kg","2 740 NM","2 540 NM","3 100 NM","3 480 NM",1,,
Flight Plan","Refer to figure 033-117<br>Given:<br>True Air Speed (TAS): 350 kt<br>Head Wind (HWC): 50 kt<br>Fuel consumption en route: 1 800 kg/h<br>Fuel consumption holding: 900 kg/h<br>Suitable alternate at location: X<br>Calculate the contingency fuel for a commercial flight with a twin engined jet aeroplane from departure to destination<br>(Note: in-flight re-planning as appropriate)","216 kg","150 kg","360 kg","0 kg",1
Flight Plan","Calculate the contingency fuel for a commercial flight with a twin engined jet aeroplane from departure to destination (Note: in-flight re-planning as appropriate)","216 kg","150 kg","360 kg","108 kg",1,,
Flight Plan","Refer to figure 033-75<br>For a flight of 2 800 ground nautical miles, what are the trip fuel and trip time, respectively? Given:<br>Tailwind component: 45 kts<br>Temperature: ISA -10°C<br>Cruise altitude: 29 000 ft<br>Landing Mass: 55 000 kg","20 000 kg ; 6hrs 40 min.","17 100 kg; 6 hrs 07 min.","18 000 kg; 5 hrs 50 min.","16 000 kg; 6 hrs 25 min.",2,,
Flight Plan,"Refer to figures 033-27," 033-29," 033-30 and 033-93." "Planning a Mach 0.82 cruise at FL390,""the estimated Landing Mass is 160 000 kg,""the ground distance is 2 800 NM and the mean tailwind is 100 kts,"ISA conditions. Fuel consumption will be:","22,860 kg","24,900 kg","30,117 kg","26,950 kg",2,,
Flight Plan,Refer to figure 033-08<br>Find the distance in nautical air miles (NAM) and fuel consumption for the following leg. Given:<br>Flight time from top of climb (TOC) to the en-route point in FL280: 48 min<br>Cruise procedure: Long Range Cruise<br>Temperature: ISA -5°C<br>Take-off Mass: 56 000 kg<br>Climb fuel: 1 100 kg,"345 NAM; 2 000 kg.","437 NAM;2 100 kg.","345 NAM; 2 100 kg.,"350 NAM;2000 kg",1,,
Flight Plan,"Refer to figure 033-70 <br>In order to find alternate fuel and time to alternate, the aeroplane operating manual shall be entered with:","distance in nautical air miles (NAM), wind component, Landing Mass at alternate.","distance in nautical miles (NM), wind component, Dry Operating -ass plus holding fuel.","distance in nautical miles (NM), wind component, Zero Fuel Mass.","distance in nautical miles (NM), wind component, Landing Mass at alternate.",4,,
Flight Plan,"Refer to figures 033-29 and 033-93. Planning a MACH 0.82 cruise at FL390, the estimated Landing Mass is 160,000 kg. The ground distance is 2,800 NM and the mean wind is equal to zero. ISA conditions. Fuel consumption will be:",27 577 kg,30 117 kg,32 657 kg,30 371 kg,3,,
Flight Plan,"Using the simplified flight planning (alternate planning), find fuel required and trip time to alternate. Given:<br>Dry Operating Mass: 35 500 kg<br>Traffic Load: 14 500 kg<br>Final reserve fuel: 1 200 kg<br>Distance to alternate: 95 NM<br>Tailwind component: 10 kts","1 000 kg, 40 min.","800 kg, 0.4 hrs.","800 kg, 24 min.","1 000 kg, 24 min.",4,,
Flight Plan,Find the final reserve fuel for a jet aeroplane (holding) and give the elevation which is relevant. Given:<br>Dry Operating Mass: 35 500 kg<br>Estimated load: 12 000 kg<br>Contingency approach and landing fuel: 2 500 kg<br>Elevation at departure aerodrome: 500 ft<br>Elevation at alternate aerodrome: 30 ft,"1 180 kg; alternate elevation.","2 360 kg; alternate elevation.","2 360 kg; destination elevation.","1 180 kg; destination elevation.",1,,
Flight Plan,What is the fuel required to fly from B to C? Given:<br> Cruise: FL300 / M 0.78<br> Distance B-C: 1 200 NM<br> Temp. deviation from ISA: -14 °C<br> Tailwind component: 40 kts<br> Gross mass at B: 50 200 kg,5 850 kg,7 300 kg,6 150 kg,7 050 kg,3,,
Flight Plan,"Refer to figure 033-17<br>Find time, fuel, still air distance and TAS for an en-route climb 280/0.74 to FL350, given:<br>Brake release mass: 64 000 kg<br>OAT: ISA +10 °C<br>Airport elevation: 3 000 ft","26 min, 1 975 kg, 157 Nautical Air Miles (NAM), 399 kts.","26 min, 2 050 kg, 157 Nautical Air Miles (NAM), 399 kts.","25 min, 1 875 kg, 148 Nautical Air Miles (NAM), 391 kts.","20 min, 1 750 kg, 117 Nautical Air Miles (NAM), 288 kts.",1,,
Flight Plan,The prescribed quantity of Trip Fuel for the flight leg is:,23 300 kg,23 000 kg,22 500 kg,20 500 kg,4,,
Flight Plan,Refer to figure 033-42<br>The final reserve fuel taken from the holding planning table for the twin-jet aeroplane is based on the following parameters:,"pressure altitude, aeroplane mass and flaps down with minimum drag airspeed.","pressure altitude, aeroplane mass and flaps up with minimum drag airspeed.","pressure altitude, aeroplane mass and flaps down with maximum range speed.","pressure altitude, aeroplane mass and flaps up with maximum range speed.",2,,
Flight Plan,"Assuming zero wind, the planned flight time from take-off to landing needed to complete this flight will be:",400 minutes,389 minutes,,,1,,
Flight Plan,"Assuming zero wind, the planned flight time from take-off to landing needed to complete this flight will be:",400 minutes,389 minutes,394 minutes,383 minutes,1,,
Flight Plan,Planned Take-off Mass: 190000 kg (with a minimum required fuel quantity of 30000 kg that includes a Trip Fuel of 22000 kg) The additional fuel quantity will be:,0 kg,15000 kg,10000 kg,12000 kg,3,,
Flight Plan,"Refer to figures 033-48 and 033-95<br>Assuming a departure/destination fuel price ratio of 0.91, the commander decides to optimize fuel tankering by using the following data:<br>Cruise: FL350<br>Air distance to be covered: 2 500 NM<br>Maximum Landing Mass: 180 000 kg<br>Maximum Take-off Mass: 205 000 kg<br>Maximum tank capacity: 40 000 kg<br>Planned Take-off Mass: 200 000 kg<br>(with the minimum prescribed fuel quantity of 38 000 kg that includes a Trip Fuel of 29 000 kg)<br>The additional fuel quantity will be:",033-48,033-95,5 000 kg,2 000 kg,4,,
Flight Plan,Maximum tank capacity: 40 000 kg<br>Planned Take-off Mass: 200 000 kg<br>(with the minimum prescribed fuel quantity of 38 000 kg that includes a Trip Fuel of 29 000 kg)<br>The additional fuel quantity will be:,5 000 kg,2 000 kg,0 kg,3 000 kg,3,,
Flight Plan,"Refer to figures 033-51 and 033-95<br>The flight crew of a turbojet aeroplane prepares a flight using the following data:<br>Cruise: FL310 / TAS 450 kts<br>Flight leg distance: 3 500 NM<br>Headwind component at this level: 55 kts<br>Fuel price - at departure: 0.30 Euro / l<br>Fuel price - at destination: 0.27 Euro / l<br>Initially planned Take-off Mass: 180 000 kg<br>(without extra fuel on board)<br>To maximize savings, the commander decides to carry extra fuel in addition to that which is necessary. Using the appended annex, the optimum quantity of fuel which should be carried in addition to the prescribed quantity is:",15 000 kg.,22 000 kg.,,,1,,
Flight Plan,"To maximize savings, the commander decides to carry extra fuel in addition to that which is necessary. Using the appended annex, the optimum quantity of fuel which should be carried in addition to the prescribed quantity is:",15 000 kg.,22 000 kg.,the fuel transport operation is not recommended in this case.,8 000 kg.,3,,
Flight Plan,"Refer to figures 033-51 and 033-95<br>The flight crew of a turbojet aeroplane prepares a flight using the following data:<br>Cruise: FL310 / TAS 450 kts<br>Flight leg distance: 3 500 NM<br>Headwind component at this level: 55 kts<br>Fuel price - at departure: 0.27 $ / l<br>Initially planned Take-off Mass: 180 000 kg<br>(without extra fuel on board)<br>The commander may carry a fuel quantity of 8 000 kg in addition to that which is necessary. For this fuel transport operation to be cost effective, the minimum fuel price at arrival airport must be:",0.24 $ / l,0.33 $ / l,,,1,,
Flight Plan,"The commander may carry a fuel quantity of 8 000 kg in addition to that which is necessary. For this fuel transport operation to be cost effective, the minimum fuel price at arrival airport must be:",0.24 $ / l,0.33 $ / l,0.27 $ / l,0.30 $ / l,4,,
Flight Plan,Refer to figure 033-116. Have a look at the attached NOTAM and find the lower limit of the ZRT:,3 500 ft AGL,800 ft AGL,1 700 ft AMSL,Ground,4,,
Flight Plan,Refer to figure 033-98<br>What is the mean temperature deviation (°C) from the ISA over 50°N 10°W?,+13,+9,+2,-2,4,,
Flight Plan,"Refer to figure 033-105<br>Which best describes the maximum intensity of icing, if any, at FL150 in the vicinity of BUCHAREST (45°N 026°E)?",Light.,Moderate.,Nil.,Severe.,2,,
Flight Plan,Refer to figure 033-105<br>The wind velocity over ITALY is:,a maximum of 110 kts at FL380.,a maximum of 160 kts at FL380.,110 kts at FL380 maximum velocity not shown on chart.,130 kts at FL380 maximum velocity not shown on chart.,1,,
Flight Plan,Refer to figure 033-92<br>What are the lowest cloud conditions (oktas/feet) forecast for JOHANNESBURG / JAN SMUTS at 0300 UTC?,3 to 4 at 800.,5 to 7 at 400.,5 to 7 at 800.,3 to 4 at 400.,2,,
Flight Plan,"Refer to figures 033-45 and 033-47<br>In standard atmosphere, assuming a mass of 197 500 kg, in order to fly at FL370 and to be at the optimum altitude, your Mach number should be:",0.80.,0.82.,the same as for LRC (Long Range Cruise).,0.84.,2,,
Flight Plan,Refer to figure 033-90<br>Find the short distance cruise altitude for the twin-jet aeroplane. Given:<br>Brake release mass: 45.000 kg<br>Temperature: ISA +20 °C<br>Trip distance: 50 Nautical Air Miles (NAM),12.500 ft,7.500 ft,10.000 ft,11.000 ft,2,,
Flight Plan,"Refer to figure 033-105<br>Which best describes the maximum intensity of CAT, if any, forecast for FL330 over BENGHAZI (32°N 020°E)?",Nil.,Severe.,Moderate.,Light.,1,,
Flight Plan,Leg 4<br>Ground distance: 1 000 NM<br>headwind component: 20 kts<br>The total air distance is approximately:,4 580 NM,4 940 NM,4 800 NM,4 820 NM,3,,
Flight Plan,"Refer to figure 033-105<br>Which best describes the significant cloud, if any, forecast for the area southwest of BODO (67°N 014°E)?","3 to 7 oktas CU and CB base below FL100, tops FL180.","5 to 7 oktas CU and CB base below FL100, tops FL180.","5 to 7 oktas CU and CB base FL100, tops FL180.",Nil.,2,,
Flight Plan,Refer to figure 033-104<br>Which best describes the significant cloud forecast over TOULOUSE (44°N 001°E)?,5 to 7 oktas CU and AC base below FL100 tops to FL270.,"Broken AS/CU base below FL100 tops FL150, embedded isolated CB base below FL100 tops FL270.","Isolated CB embedded in layer cloud, surface to FL270.",Well separated CB base FL100 tops to FL270.,2,,
Flight Plan,Refer to figure 033-101.<br>The W/V (°/kts) at 60°N 015°W is:,320/60,115/60,300/70,300/60,2,,
Flight Plan,Refer to figure 033-104<br>In the vicinity of SHANNON (52°N 009°W) the tropopause is at about:,FL360,FL350,FL300,FL270,1,,
Flight Plan,"Refer to figure 033-90<br>Find the short distance cruise altitude for the twin jet aeroplane. Given:<br>Brake release mass: 40,000 kg<br>Temperature: ISA +20°C<br>Trip distance: 150 Nautical Air Miles (NAM)","30,000 ft","25,000 ft","27,500 ft","21,000 ft",1,,
