category,question,optionA,optionB,optionC,optionD,correct,image,explanation
RNAV,"In the Flight Management Computer (FMC) of the Flight Management System (FMS), data relating to V1, VR and V2 speeds is stored in the:",performance database.,air data computer.,navigation database.,auto flight computer.,1,,
RNAV,"When two waypoints are entered on the FMS flight plan page, a track between the two fixes is computed and can be displayed on the Navigation map Display (ND). This leg created is:",two great circle arcs joined by a straight segment.,a great circle arc.,two rhumb-lines joined by a straight segment.,a rhumb-line.,2,,
RNAV,The FMS (Flight Management System) navigation database typically includes the following data:<br>1) airports.<br>2) obstacles.<br>3) navaids.<br>4) airways.<br>5) terrain cells.<br>The combination regrouping all the correct statements is:,"1, 3, 4, 5","2, 5","1, 2, 3","1, 3, 4",4,,
RNAV,"In the Flight Management Computer (FMC) of the Flight Management System (FMS), data relating to waypoints is stored in the:",navigation database.,performance database.,auto flight computers.,air data computer.,1,,
RNAV,The FMS (Flight Management System) navigation database typically includes the following data:<br>1) SIDs and STARs.<br>2) radio aids.<br>3) optimum flight level.<br>4) company routes.<br>5) cruise speeds.<br>The combination regrouping all the correct statements is:,"2, 3, 5","1, 2, 4","1, 2, 3, 4, 5","2, 3, 4",2,,
RNAV,Components of the FMS (Flight Management System) are:<br>1) CDU (Control and Display Unit).<br>2) FCC (Flight Control Computer).<br>3) FMC (Flight Management Computer).<br>4) electronic check-lists.<br>5) GPWS (Ground Proximity Warning System) mode controller.<br>The combination regrouping all the correct statements is:,"1, 2, 4, 5","1, 2, 3","1, 3","1, 3, 4",2,,
RNAV,Kalman filtering is used within:,Navigation computer.,Electronic Flight Instrument System (EFIS).,VOR receiver.,DME receiver.,1,,
RNAV,Which component of typical EFIS generates the visual displays on the EADI and EHSI?,Navigation database.,Flight Control Computer.,Flight Management Computer.,Symbol Generator.,4,,
RNAV,The FMS cross track (XTK) is:,"the abeam distance error, to the left or right from the desired flight plan leg to the aircraft position.","the angular distance error, to the left or right from the desired track (DTK) to the aircraft track (TK).",the distance error between the FMS computed position and the IRS computed position.,the distance error between the FMS computed position and the GPS computed position.,1,,
RNAV,"Some of the FMS have a navigation mode called Dead Reckoning mode (DR), computing airspeed, heading, wind data ground speed and time. This mode is:",a navigation mode used to monitor the FMS position.,an operating mode used to intercept radials To or From a flight plan waypoint.,a back up navigation mode to compute the FMS position when the other navigation sensors are no longer operating.,the normal navigation mode for FMS which do not use Inertial navigation Systems INS to compute the aircraft position.,3,,
RNAV,The most common sensors interfacing a FMS to compute the aircraft position along the flight plan are:<br>1) IRS<br>2) DME<br>3) NDB<br>4) GPS<br>The combination which regroups all of the correct statements is:,"1, 2, 3, 4","1, 2, 4","2, 3, 4","1, 3",2,,
RNAV,Which one of the following is an advantages of a multi-sensor system using inputs from a global navigation satellite system (GNSS) and an inertial reference system (IRS)?,The FMS always uses average position calculated from the GNSS and the IRS.,The activation of 'Selective Availability' can be recognised by the INS.,The GNSS is never used as an input in a multi-sensor system.,The GNSS can be used to update the FMS position from a drifting IRS.,4,,
RNAV,The IRS is a self-contained system because:,the calculation of the position does not require any software.,it operates off its own power supply.,the system generates a warning in case of a failure.,it operates independently of navigational aids outside the aircraft.,4,,
RNAV,The Flight Management System (FMS) is organised in such a way that:,the main navigation database of the FMC is valid for one year.,the pilot is able to modify the main navigation database in the FMC between two updates.,the main navigation database is read only to the pilot.,the main navigation database of the FMC is created by the pilot.,3,,
RNAV,"The FMS (Flight Management System) navigation database typically includes the following data:<br>1) obstacles.<br>2) navaids.<br>3) SID, STAR and approaches procedures.<br>4) waypoints.<br>5) airways.<br>The combination regrouping all the correct statements is:","1, 2, 3, 4, 5","1, 2, 4","1, 3, 5","2, 3, 4, 5",4,,
RNAV,In an Electronic Flight Instrument System (EFIS) data relating primarily to navigation in the FMC is provided by:,"Inertial Reference Systems, Navigation radios, Terrain Collision Alerting System.","Inertial Reference Systems, Aircraft Weather Radar, Navigation radios.","GPS, Aircraft Weather Radar, Navigation radios.","Navigation radios, GPS, Inertial Reference Systems.",4,,
RNAV,"The FMC database is divided into two broad sections, namely.",the navigation database and the FMS database.,the navigation database and the performance database.,the performance database and the ATC information database.,the NAV database and the flight engineer's database.,2,,
RNAV,What is true about the FMC databases:,the performance database contains aeronautical information for the planned area of operations of the aircraft.,the data can not be customized for the specific airline operations.,"the data includes SIDs, STARS and runway approaches.",the navigation database contains the company's cost index strategy.,3,,
RNAV,What is the period of validity of the navigational database for FMC units?,14 days.,21 days.,7 days.,28 days.,4,,
RNAV,"In the Flight Management Computer (FMC) of the Flight Management System (FMS), data relating to cruising speeds is stored in the:",performance database.,navigation database.,auto flight computers.,air data computer.,1,,
RNAV,"In the Flight Management Computer (FMC) of the Flight Management System (FMS), data relating to aircraft fuel flow parameters is stored in the:",scratchpad file.,performance database.,engine database.,navigation database.,2,,
RNAV,"In the Flight Management Computer (FMC) of the Flight Management System (FMS), data relating to flight plans is stored in the:",air data database.,auto flight database.,navigation database.,performance database.,3,,
RNAV,"The FMS (Flight Management System) navigation database typically includes the following data:<br>1) obstacles.<br>2) waypoints.<br>3) SID, STAR.<br>4) terrain cells.<br>5) magnetic variation.<br>The combination regrouping all the correct statements is:","1, 3, 5","2, 3, 5","1, 2, 3","1, 2, 4",2,,
RNAV,The navigational database of Flight Management Systems (FMS):,is updated via datalink on a permanent basis to contain actual NOTAMs.,"can be modified by the crew so that navigation aids, airways and waypoints may be deleted.",need to be updated by the cockpit crew as soon as the performance database is updated.,contain additional space so that crew members can add their own waypoints.,4,,
RNAV,Which of the following lists all the stages of flight when it is possible to change the route in the active flight plan on an FMS equipped aircraft?,At any time before take-off and throughout the flight.,Only before take-off.,Only before the flight plan is activated.,Only once the aircraft is airborne.,1,,
RNAV,In which modes of an Electronic Horizontal Situation Indicator (EHSI) on a B737-400 will radar returns not be shown?,"FULL VOR/ILS, EXP VOR/ILS and PLAN.","EXP VOR/ILS, PLAN and MAP.","FULL NAV, FULL VOR/ILS and PLAN.","FULL NAV, PLAN and MAP.",3,,
RNAV,How can a pilot enter a waypoint into his FMS RNAV system?,Course Deviation Indicator.,Control Display Unit.,Navigation Display.,Symbol Generator.,2,,
RNAV,The Control and Display Unit (CDU) on an FMS is:,the system used to update the navigation database.,used on ground only to monitor the maintenance procedure.,the Autopilot control panel.,used by the crew to input data into FMC.,4,,
RNAV,"In the Boeing 737-400 FMS, the CDU is used to:","manually initialize the Flight Director System, FMC and Autothrottle with dispatch information.",manually initialize the Flight Director System and FMC with dispatch information.,manually initialize the IRS and FMC with dispatch information.,automatically initialize the IRS and FMC with dispatch information.,3,,
RNAV,Which of the following lists the first three pages of the FMC/CDU normally used to enter data on initial start-up of the B737-400 Electronic Flight Instrument System?,IDENT - POS INIT - RTE.,POS INIT - RTE - IDENT.,POS INIT - RTE - DEPARTURE.,IDENT - RTE - DEPARTURE.,1,,
RNAV,How does a typical EFIS system respond to the failure of a VHF navigation (VOR) receiver?,It removes the associated magenta deviation bar and/or pointer from the display.,The pointer rotates around the display and a VOR 1 or 2 failure warning bar appears.,The deviation bar and/or pointer change colour to red and flash intermittently.,The pointer flashes and a VOR 1 or 2 failure warning bar appears.,1,,
RNAV,"Under EASA CS-25 regulations colour code rules for EFIS displays, features displayed in amber / yellow indicate:","cautions, abnormal sources.",engaged modes.,flight envelope and system limits.,warnings.,1,,
RNAV,Which FMC/CDU page normally appears on initial power application to the B737-400 Electronic Flight Instrument System?,INITIAL,IDENT,POS INIT,PERF INIT,2,,
RNAV,In what piece of FMS equipment will the pilot enter the waypoint information for the route?,Course deviation indicator.,Symbol generator.,Control Display Unit.,Navigation display.,3,,
RNAV,"According to EASA regulations, for what type of EFIS message is the colour RED used?","Cautions, abnormal sources, engaged mode.","Flight envelope, system limits, engaged mode.","Warnings, flight envelope, system limits.","Warnings, cautions, abnormal sources.",3,,
RNAV,"Under EASA CS-25 regulations colour code rules for EFIS displays, increasing intensity of precipitation are coloured in the order:","black, amber / yellow, magenta, red.","green, red, magenta, black.","amber / yellow, magenta, black.","green, amber / yellow, red, magenta.",4,,
RNAV,"Under the EASA regulations color code rules for EFIS displays, the features displayed in GREEN indicate:",the ILS deviation pointer.,"cautions, abnormal sources.",engaged modes.,the earth.,3,,
RNAV,"Under EASA CS color code rules features displayed in cyan/blue, on an Electronic Flight Instrument Systems (EFIS), indicate:",the sky.,system limits and flight envelope.,engaged modes.,the flight director bars.,1,,
RNAV,"When considering a GPS navigation system, the following is true:",There would be no advantage if a GPS and INS system would be combined.,"For a position fixing during cruise flight, the dilution of precision (DOP) has to be more than six.",The tropospheric delay can be neglected in P-RNAV conditions.,"For precise position fixing, information about the satellite clock error is very important.",4,,
RNAV,"Which of the following coordinate systems is used by the NAVSTAR GPS receiver to determine position (latitude, longitude and altitude)?",EUREF 92,ED 50,ED 87,WGS 84,4,,
RNAV,How many clocks are installed in each NAVSTAR GPS satellite?,1,4,2,3,2,,
RNAV,What is the minimum number of satellites required for the NAVSTAR/GPS to carry out two dimensional operation?,4,5,3,2,3,,
RNAV,"Which of the following, if any, is a prerequisite if a receiver of a NAVSTAR GPS satellite navigation system is to be used in combination with a multi sensor system?",Multisensor systems are not certificated for flights under IFR conditions.,The prescribed IFR equipment must be in working correctly and the navigation information continuously displayed.,The prescribed IFR equipment must be installed and operational.,The RAIM function of the GPS receiver must be able to monitor all prescribed navigation systems.,3,,
RNAV,"In relation to the satellite navigation system NAVSTAR GPS, which of the following statements correctly describes the term Pseudo Random Noise (PRN) signal?",PRN is a code used for the identification of the satellites and the measurement of the time taken by the signal to reach the receiver.,PRN is the atmospheric jamming that affects the signals transmitted by the satellites.,PRN describes the continuous electro-magnetical background noise that exists in space.,PRN occurs in the receiver. It is caused by the signal from one satellite being received from different directions (multipath effect).,1,,
RNAV,What is the function of the control segment in GPS NAVSTAR?,It calculates the aircraft position.,To transmit a signal used by a suitable receiver to calculate position.,To ensure the transmitted data of the satellites is controlled and updated from time to time by ground stations.,To monitor and ensure that the transmitted signals are saved and processed to utilize WAAS.,3,,
RNAV,What type of clock is used in NAVSTAR GPS satellites?,Quartz,Atomic,Mechanical,Laser,2,,
RNAV,"What is the difference between NAVSTAR GPS and GLONASS, if any?",GLONASS satellites orbit faster around the Earth than GPS satellites,GPS and GLONASS satellites need the same time to orbit around the Earth.,The speed of the satellites is changing permanently. Sometimes GPS satellites orbit faster around the Earth than GLONASS satellites and sometimes GLONASS satellites orbit faster around the Earth than GPS satellites.,GPS satellites orbit faster around the Earth than GLONASS satellites.,1,,
RNAV,Which of the following statements concerning the L1 and L2 NAVSTAR GPS transmission frequencies and codes is correct?,The higher frequency is only used to transmit the P code.,The lower frequency is used to transmit both the C/A and P codes.,C/A and P codes are transmitted at different times on both frequencies.,The higher frequency is used to transmit both the C/A and P codes.,4,,
RNAV,"GPS satellite system. The navigation message contains several data, e.g. parameters of the model of the ionosphere. These parameters are used by:",receivers to choose satellites with the best GPS signal strength.,receivers to calculate the delay of GPS signals.,receivers to use satellites with the least tropospheric delay.,authorized users to work on the L1 and L2 frequency.,2,,
RNAV,In what type of nominal orbit are NAVSTAR GPS satellites placed?,Pole to pole,Nearly circular,Geo-stationary,Elliptical,2,,
RNAV,Which of the following lists are all errors that affect the accuracy and reliability of the satellite assisted navigation system (GNSS/GPS)?,"Satellite clock; satellite ephemeris; atmospheric propagation.","Satellite mutual interference; satellite ephemeris; atmospheric propagation.","Satellite mutual interference; frequency drift; satellite to ground time lag.","Satellite to ground time lag; atmospheric propagation; satellite clock.",1,,
RNAV,The navigation message contains clock correction parameters which are used for:,"correction of both, satellite time and receiver time.",correction of receiver time.,correction of satellite time.,correction for ionospheric delay.,3,,
RNAV,"In relation to the satellite navigation system NAVSTAR GPS, ""all in view"" is a term used when a receiver.",requires the signals of all visible satellites for navigation purposes.,is receiving and tracking the signals of all 24 operational satellites simultaneously.,is receiving the signals of all visible satellites but tracking only those of the 4 with the best geometric coverage.,is tracking all currently visible satellites above the receiverâ€™s mask angle and uses them to compute the position.,4,,
RNAV,What is the approximate orbital height of the GALILEO satellites circling the Earth?,20 200 km,23 200 km,36 000 km,19 500 km,2,,
RNAV,"What are the effects, if any, of shadowing by parts of the aircraft (e.g. wing) on the reception of signals from NAVSTAR GPS satellites?",It may prevent the reception of signals.,"The signals will be distorted, however the error can be corrected for using an algorithm and information from unaffected signals.",It has no influence because high frequency signals are unaffected.,It causes multipath propagation.,1,,
RNAV,"In relation to the satellite navigation system NAVSTAR GPS, the term inclination denotes the angle between the:",orbital plane and the earths axis.,horizontal plane at the location of the receiver and the direct line to a satellite.,orbital plane and the equatorial plane.,horizontal plane at the location of the receiver and the orbital plane of a satellite.,3,,
RNAV,One of the tasks of the GPS control segment is:,to regulate the transmitted power by the satellites.,to control continuously the position and the motion of GPS-satellites.,to calculate and transmit differential corrections to users which are able to receive Wide Area Differential GPS systems.,to determine and send new ephemeris and new satellite clock error data to the GPS-satellites.,4,,
RNAV,"Errors occur in GPS satellite orbits, these errors are because of:",earth precession and lunar precession.,"solar winds and gravitation of the sun, moon and planets.","lunar winds and gravitation of the earth, moon and stars.",solar precession and lunar precession.,2,,
RNAV,Refer to the Galileo satellite system. The inclination of the satellite orbits to the plane of the equator is:,45°,23°,55°,56°,4,,
RNAV,Which of the following is the datum for altitude information when conducting flights under IFR conditions on airways using the NAVSTAR GPS satellite navigation system?,Barometric altitude.,GPS altitude.,The average of GPS altitude and barometric altitude.,GPS altitude if 4 or more satellites are received otherwise barometric altitude.,1,,
RNAV,"In the NAVSTAR/GPS satellite navigation system, re-use of Selective Availability (SA) would give the option to artificially degrade the accuracy by:",using a less accurate atomic clock in a satellite for signal processing.,offsetting satellite atomic clocks by a predetermined constant amount.,dithering the satellite clock.,shutting off selected satellites.,3,,
RNAV,What is correct regarding Galileo satellites?<br>1) In each satellite there are two identical atomic clocks.<br>2) In each satellite there are two non-identical atomic clocks.<br>3) In each satellite there is one master atomic clock and one reference clock.<br>4) The clocks of the satellites are synchronized with each other.<br>5) The clocks of the satellites are synchronized with a network of clocks which located on the ground.,"2, 4","1, 3","2, 5",1,3,,
RNAV,Signal reception is required from a minimum number of satellites that have adequate elevation and suitable geometry in order for a satellite assisted navigation system (GPS) to carry out independent three dimensional operation without the Receiver Autonomous Integrity Monitoring (RAIM) function. The number of satellites is:,5,4,3,6,2,,
RNAV,The required 24 NAVSTAR GPS operational satellites are located on:,3 orbital planes with 8 satellites in each plane.,4 orbital planes with 6 satellites in each plane.,6 orbital planes with 4 satellites in each plane.,6 orbital planes with 3 satellites in each plane plus 6 reserve satellites positioned in a geostationary orbital plane.,3,,
RNAV,What is the maximum latitude of a GPS-satellite ground track?,90° N/S,55° N/S,67.5° N/S,35° N/S,2,,
RNAV,How many operational satellites are required for Full Operational Capability (FOC) of the satellite navigation system NAVSTAR GPS?,24,18,30,12,1,,
RNAV,How many satellites form the nominal NAVSTAR GPS constellation?,36,24,12,6,2,,
RNAV,The basic elements of the satellite navigation system NAVSTAR GPS are the:,"main control station, the monitoring station and the ground antennas.","antenna, the receiver and the central control unit (CDU).","control, space and user segments.","atomic clock, power supply and transponder.",3,,
RNAV,"In civil aviation, the height value computed by the receiver of the satellite navigation system NAVSTAR GPS is the:",flight level.,height above the WGS-84 ellipsoid.,geometric height above ground.,height above Mean Sea Level (MSL).,2,,
RNAV,"In the event of the re-use of Selective Availability, how does this affect, if at all, the navigation accuracy of the NAVSTAR GPS satellite navigation system?","It has no influence because, by selecting of the most suitable signals, the computing process in the receiver is quicker.",It increases because only signals from satellites in the roost suitable geometric constellation are selected by the receiver.,It degrades position accuracy by manipulating satellite signals.,It degrades accuracy by reducing the number of available satellites.,3,,
RNAV,The distance between a NAVSTAR GPS satellite and receiver is:,"calculated, using the WGS-84 reference system, from the known positions of the satellite and the receiver.",determined by the phase shift of the Pseudo Random Noise code multiplied by the speed of light.,calculated from the Doppler shift of the known frequencies.,determined by the time taken for the signal to arrive from the satellite multiplied by the speed of light.,4,,
RNAV,Which statement is true regarding GLONASS?,GLONASS satellites circle at 3 polar orbits.,Orbiting time of the GLONASS satellites is the same as NAVSTAR satellites.,Satellites orbit at lower height than GPS/NAVSTAR satellites.,Satellite system consists of 6 orbital planes.,3,,
RNAV,When talking about the GALILEO GNSS we can say that every satellite posses two atomic clocks:<br>1) which are identical.<br>2) which are not identical.<br>3) whereof one is the master and one is the slave.<br>4) which are not synchronized with each other.<br>Which of the above is/are correct?,1 only,"2, 4","1, 3",2 only,2,,
RNAV,One of the tasks of the space segment of the satellite navigation system NAVSTAR GPS is to:,compute the user position from the received user messages and to transmit the computed position back to the user segment.,"transmit signals which can be used, by suitable receivers, to determine time, position and velocity.",monitor the satellites orbits and status.,transmit signals to suitable receivers and to monitor the orbital planes autonomously.,2,,
RNAV,GPS satellites transmit on two L-band frequencies with different types of signals. Which of these are generally available for use by civil aviation?,L1-precise (P).,L2-selected availability (S/A).,L1-coarse acquisition (C/A) with selected availability (S/A).,L2-coarse acquisition (C/A).,3,,
RNAV,What is the inclination to the equatorial plane of the satellites orbit in the NAVSTAR GPS constellation?,55°,45°,65°,35°,1,,
RNAV,Which information about the GALILEO system is correct? (Note: orbital heights = approximate values),"Satellites: 24, orbital planes: 6, orbital height: 20 200 km","Satellites: 24, orbital planes: 3, orbital height: 19 100 km","Satellites: 30, orbital planes: 3, orbital height: 23 200 km","Satellites: 10, orbital planes: 3, orbital height: 18 400 km",3,,
RNAV,Which of the following lists all the parameters that can be determined by a GPS receiver tracking signals from 4 different satellites?,Latitude and longitude.,"Latitude, longitude and time.","Latitude, longitude, altitude and time.","Latitude, longitude and altitude.",3,,
RNAV,At what approximate height above the WGS 84 ellipsoid are NAVSTAR GPS satellites circling the Earth?,36 000 km,10 900 km,20 200 km,19 500 km,3,,
RNAV,How does a NAVSTAR GPS satellite navigation system receiver recognise which of the received signals belongs to which satellite?,The Doppler shift is unique to each satellite.,"Each satellite transmits its signal, on common frequencies, with an individual Pseudo Random Noise code.",Each satellite transmits its signal on a separate frequency.,The receiver detects the direction from which the signals are received and compares this information with the calculated positions of the satellites.,2,,
RNAV,"In a Satellite-Assisted Navigation System (GNSS/GPS), a fix is obtained by:","measuring the time taken for an aircraft's transmissions to travel to a number of satellites, in known positions, and return to the aircraft's receiver.",measuring the pulse lengths of signals received from a minimum number of satellites received in a specific sequential order.,"measuring the time taken for a minimum number of satellites' transmissions, in known positions, to reach the aircraft's receiver.",the aircraft's receiver measuring the phase angle of signals received from a number of satellites in known positions.,3,,
RNAV,What is true concerning UTC parameters within the navigation message of a NAVSTAR GPS satellite?,They provide the difference - in seconds - between UTC time and GPS time.,They are used for the correction of the receiver clock which is used to measure the travel time between satellite and receiver.,"UTC parameters are time parameters given in UTC, if the moment of transmission of a GPS signal cannot be determined.",They are used for the satellite's clock correction to convert from satellite-time to GPS time.,1,,
RNAV,For what reason is a mask angle set-up in a GPS-receiver?,To deny the receiver the use of GPS-satellites with an elevation less than the mask angle.,To select from all visible GPS-satellites the satellite-configuration which results in the smallest GDOP.,To make the receiver select GPS-satellites with a certain optimum elevation which is about equal to the mask angle.,To eliminate the reception of the signal from GPS-satellites with an elevation of about 90°.,1,,
RNAV,The main task of the user segment (receiver) of the satellite navigation system NAVSTAR/GPS is to calculate receiver position by:,"monitoring the status of the satellites, determine their positions and to measure the time.",monitoring the orbital planes of the satellites.,"selecting appropriate satellites automatically, to track the signals and to measure the time taken by signals from the satellites to reach the receiver.","transmitting signals which, from the time taken, are used to determine the distance to the satellite.",3,,
RNAV,Which of the following statements about the visibility of NAVSTAR GPS satellites is correct?,It is greatest at the poles.,"It varies, depending on the time and observers location.",It is greatest at the equator.,It is the same throughout the globe.,2,,
RNAV,In accordance with ICAO Annex 10 the NAVSTAR/GPS global average 95% position accuracy in SPS should be:,5 metres vertically,13 metres horizontally,30 metres horizontally,22 metres in 3 dimensions,2,,
RNAV,How does a receiver of the NAVSTAR GPS satellite navigation system determine the elevation and azimuth data of a satellite relative to the location of the antenna?,The data is based on the direction to the satellite determined at the location of the antenna.,The data is stored in the receiver together with the Pseudo Random Noise (PRN) code.,It calculates it by using almanac data transmitted by the satellites.,The data is determined by the satellite and transmitted together with the navigation message.,3,,
RNAV,Which of the following NAVSTAR GPS satellite navigation system codes can be processed by unauthorised civil aviation receivers?,P and Y.,C/A and P.,P.,C/A.,4,,
RNAV,Refer to the navigation message of GPS. What is contained in the almanac data?,Precise ephemeris data of all satellites in the GPS constellation.,Orbital data about all satellites in the GPS constellation.,Precise ephemeris data of the concerning GPS satellite.,Broadcast ephemeris data of the navigation message of a GPS satellite.,2,,
RNAV,One of the tasks of the GPS control segment is:,to calculate and transmit differential corrections to users.,to control continuously the motion of GPS-satellites.,to calculate the accuracy of GPS.,to detect the malfunctioning of satellites.,4,,
RNAV,Which of the following satellite navigation systems has Full Operational Capability (FOC) and is approved for specified flights under IFR conditions in Europe?,COSPAS-SARSAT,NAVSTAR GPS,GLONASS,NNSS/Transit,2,,
RNAV,Which of the following combinations of satellite navigation systems provide the most accurate position fixes in air navigation?,NAVSTAR/GPS and NNSS-Transit,NAVSTAR/GPS and GLONASS,GLONASS and COSPAS-SARSAT,NNSS-Transit and GLONASS,2,,
RNAV,One of the main tasks of the control segment of the satellite navigation system NAVSTAR GPS is to:,grant and monitor user authorizations.,manufacture and launch the satellites.,manipulate the signals of selected satellites to reduce the precision of the position fix (Selective Availability SA).,monitor the status of the satellites.,4,,
RNAV,"In the NAVSTAR GPS satellite navigation system, receiver clock error:","is the biggest part of the total error; it cannot be corrected.","is negligible small because of the great accuracy the atomic clocks installed in the satellites.","can be minimised by synchronisation of the receiver clock with the satellite clocks.","is corrected by using signals from four satellites.",4,,
RNAV,Which of the following geometric satellite constellations provides the most accurate NAVSTAR GPS position fix?,4 satellites with an azimuth of 90° from each other and a low elevation above the horizon.,3 satellites with an azimuth of 120° from each other and an elevation of 45° above the horizon.,4 satellites with an azimuth of 90° from each other and an elevation of 45° above the horizon.,3 satellites with a low elevation above the horizon and an azimuth of 120° from each other together with a fourth directly overhead.,4,,
RNAV,The required 30 GALILEO operational satellites are located on:,9 orbital planes with 3 satellites in each plane plus 3 reserve satellites positioned in a geostationary orbital plane.,6 orbital planes with 5 satellites in each plane.,5 orbital planes with 6 satellites in each plane.,3 orbital planes with 9 satellites + 1 spare replacement in each plane.,4,,
RNAV,What is the time taken to receive the complete Navigation Message (complete set of data) from all satellites?,12.5 minutes (= 30 seconds per data frame).,12 hours (= period of the satellites orbit).,25 seconds (= 1 second per data frame).,24 seconds (= 1 second per data frame).,1,,
RNAV,"In order to carry out an independent three-dimensional fix, Receiver Autonomous Integrity Monitoring (RAIM) and failure detection and exclusion of any faulty satellite, signal reception is required from a minimum number of how many satellites?",5,6,7,4,2,,
RNAV,What type of satellite navigation system NAVSTAR/GPS receiver is most suitable for use on board an aircraft?,Multiplex.,Sequential.,Multichannel.,Any hand held type.,3,,
RNAV,What is the minimum number of NAVSTAR GPS satellites required to obtain an accurate 3D position fix?,5,3,4,6,3,,
RNAV,In a satellite assisted navigation system (GNSS/GPS) a position line is obtained by:,the aircrafts receiver measuring the time difference between signals received from a minimum number of satellites.,the aircrafts receiver measuring the phase angle of the signal received from a satellite in a known position.,timing the period that is taken for a transmission from the aircrafts transmitter/receiver to reach and return from a satellite in a known position.,timing the period that is taken for a satellites transmission to reach the aircrafts receiver.,4,,
RNAV,The navigation message contains:,ionospheric model.,only almanac data.,satellite position.,time parameters in LMT.,1,,
RNAV,In which frequency bands are the L1 and L2 frequencies used by the satellite navigation system NAVSTAR GPS for transmission of the navigation message?,VHF,UHF,EHF,SHF,2,,
RNAV,How long does it take a NAVSTAR GPS satellite to orbit the earth?,12 days.,365 days because the satellites are located in a geostationary orbit.,Approximately 24 hours (one sidereal day).,Approximately 12 hours (1/2 of a sidereal day).,4,,
RNAV,"For the 'timing section' of the Galileo satellite system, how many clocks have been developed?","2 clocks have been developed, a Rubidium Frequency Standard clock and a Passive Hydrogen Maser clock","2 clocks have been developed, a Caesium Frequency Standard clock and a Passive Hydrogen Maser clock","3 clocks have been developed, an optical clock (Strontium) and a Caesium Frequency Standard clock and a Passive Hydrogen Maser clock","1 clock has been developed, a very precise Passive Hydrogen Maser clock",1,,
RNAV,In which frequency band do satellite assisted navigation systems (GNSS/GPS) provide position information that is available to civil aircraft?,EHF,VHF,UHF,SHF,3,,
RNAV,The reason why the measured distance between a NAVSTAR GPS satellite navigation system satellite and a receiver is called a pseudo range is because the:,movement of satellite and receiver during the distance calculation is not taken into account.,measured distance is based on the pseudo random noise code.,calculated range is based on an idealised Keplerian orbit.,calculated range includes receiver clock error.,4,,
RNAV,The orbital planes of the satellite navigation system NAVSTAR GPS are:,inclined 55° to the equatorial plane.,inclined 90° to the equatorial plane.,inclined 55° to the earth axis.,parallel to the equatorial plane.,1,,
RNAV,How long does it take a GALILEO satellite to orbit the earth?,14 hours,10 hours,8 hours,12 hours,1,,
RNAV,"What is the procedure to be followed if, on a flight under IFR conditions using the NAVSTAR GPS satellite navigation system, the number of satellites required to maintain the RAIM (Receiver Autonomous Integrity Monitoring) function are not available?",The flight may be continued as planned if at least 4 satellites are available and the pilot monitors the GPS manually.,The flight has to be continued under VFR conditions.,A constant heading and speed must be flown until the required number of satellites are again available.,The flight may be continued using other certificated navigation systems.,4,,
RNAV,Of how many satellites does the space segment of a NAVSTAR/GPS system consist in the notional constellation?,6,24,30,4,2,,
RNAV,"The geometric shape of the reference system for the satellite navigation system NAVSTAR GPS, defined as WGS 84, is:",an ellipsoid.,a sphere.,a mathematical model that describes the exact shape of the Earth.,a geoid.,1,,
RNAV,The influence of the ionosphere on the accuracy of the satellite navigation system NAVSTAR GPS is:,reduced by using a model of the ionosphere by the satellites in Standard Positioning Service (SPS) receivers.,negligible.,only significant if the satellites are located at a small elevation angle above the horizon.,minimised by computing the average of all signals.,1,,
RNAV,GPS system satellites transmit their signals on two carrier waves 1 575 MHz and 1 227 MHz and supply two possible codes accessible according to user (civil or military). Commercial aviation uses:,the two carrier waves and one public code.,only the 1 575 MHz carrier wave and two codes.,only the 1 575 MHz carrier wave and one code.,only the 1 227 MHz carrier wave and one code.,3,,
RNAV,Almanac data stored in the receiver of the satellite navigation system NAVSTAR GPS is used for the:,recognition of Selective Availability (SA).,fast identification of received signals coming from visible satellites.,correction of receiver clock error.,assignment of received PRN-codes (Pseudo Random Noise) to the appropriate satellite.,2,,
RNAV,What datum is used for the Minimum Descent Altitude (MDA) on a non-precision approach when using the NAVSTAR GPS satellite navigation system?,GPS altitude.,Radar altitude.,Barometric altitude.,,3,,
RNAV,The receiver aerial for a NAVSTAR GPS system should be mounted:,on the upper side of the fuselage in the vicinity of the centre of gravity.,inside the tail fin to minimise the influence of reflections from the wing and fuselage.,under the fuselage in order to receive correction data transmitted by D-GPS stations.,in the vicinity of the receiver to avoid long transmission lines.,1,,
RNAV,"Concerning the NAVSTAR GPS satellite navigation system, what is the meaning of the term Receiver Autonomous Integrity Monitoring (RAIM)?",It is the ability of the GPS satellites to check the integrity of the data transmitted by the monitoring stations of the ground segment.,It is a method whereby a receiver ensures the integrity of the Pseudo Random Noise (PRN) code transmitted by the satellites.,It is a technique whereby the receivers of the world-wide distributed monitor stations (ground segment) automatically determines the integrity of the navigation message.,It is a technique by which a receiver checks the reliability of the signals it is receiving and can detect if one of the signals is incorrect.,4,,
RNAV,The GPS control segment consists of,"a Master Control Station, Monitor Stations and Geostationary Satellites.","a Master Control Station, Monitor Stations and Ground Antennas.","a Master Control Station, Monitor Stations, Ground Antennas and Geostationary Satellites.",Master Control Stations and Monitor Stations.,2,,
