category,question,optionA,optionB,optionC,optionD,correct,image,explanation
Performance,"Any acceletat,on ,n chmb, with a constant power setting.","improves the climb g, adient if the airspeed is below Vx.","decreases rate of climb and increases angle of climb.","improves the rate of climb if the airspeed is below Vy.","decreases the rate of climb and the angle of climb.",4,,
Performance,"On a dryrunway the acclerate stop drstance rs increased","by uphill slope","by a lower take off mass because the aeroplane accelerates faster to V1.","by headwind","by low outside air temperature",1,,
Performance,"The pilot of a smgle engine aircraft has established the climb petfom,ance. 1 he carriage of additional pieces of baggage will cause the climb performance to be:","degraded.","unchanged.","unchanged  if a short field take off is adopted","improved. ",1,,
Performance,"The maxmmm operat mg altitude for a certain aeroplane with a pressunsed cabin ","is dependent on the OAT.","is dependent on aerodynamic ceiling.","is only certified for four-engine aeroplanes","is the highest pressure altitude certified for normal operation.",4,,
Performance,"Two identical aeroplanes at different masses are descending at zero wind and zero thrust. Which of the following statements correctly describes their descent characteristics? ","At a given angle of attack, both the vertical and the forward speed are greater for the heavier aeroplane","At a given angle of attack the heavier aeroplane will always glide further than the lighter aeroplane.","There is no difference between the descent characteristics of the two aeroplanes.","At a given angle of attack the l.ighter aeroplane will always glide further than the heavier aeroplane.",1,,
Performance,"ATC asks an airplane flying at idle thrust at best glide speed to increase the descent gradient and descend to a certain FL. The pilot will:","increase airspeed.","decrease airspeed.","retract speedbrakes.","extend flaps.",1,,
Performance,"Which one of the following statements is true concerning the effect of changes of ambient temperature on an aeroplane's performance, assuming all other performance parameters remain constant? ","A decrease will cause an increase in the take-off ground run.","A decrease will cause an increase in the climb gradient.","An increase will cause a descrease in take off distance required.","An increase will cause a decrease in the landing distance required.",2,,
Performance,"Aeroplane to standard procedures a runway with dry short grass, compare to pavement runway, will affect take off and landing distance as follows: ","The take-off distance will decrease and the landing distance "'" will decrease.","The take-off distance will increase and the landing distance will increase","The take off distance will increase and the landing distance will decrease","The take-off distance will decrease and the landing distance will increase.",2,,
Performance,"The induced drag of an aeroplane: ",",decrease with increasing airspeed.","decreases with increasing  gross weight","is independent of the airspeed.","Increases with increasing airspeed.",1,,
Performance,"Explam the difference, if any, between chmb/detcent angle and fhght path angle: ","climb descent angle is ground related and flight-path angle is air mass related.","Climb descent angle is air mass related and flight path angle is ground related","climb descent angle is ground related and flight path angle is ground realted"," climb descent angle is air mass related and flight path angle is air mass related",2,,
Performance,"An aeroplane is in a power off glide at best gliding speed. If the pilot decreases the pitch attitude the glide distance:","increase","remains the same","may increase or decrease depending on the aeroplane","decreases",4,,
Performance,"On a reciprocating engined aeroplane, to maintain a given angle of attack configuration and altitude at higher gross mass:","the lift/drag ratio must be increased.","the airspeed will be decreased and the drag increased.","the airspeed and the drag will be increased","the airspeed will be increased but the drag does not change.",3,,
Performance,"Vx and Vy with take·off flaps will be: ","changed so that Vx increases and Vy decreases compared to dean configuration.","higher than that for clean configuration.","same as that for clean configuration.","lower than that for clean configuration.",,
Performance,"Whtch staternent is correct for a descent without engine thrust at maximum lift to drag ratio speed? ","A headwind component increases the ground distance.","A tailwind component decreases the ground distance.","A tailwind component increases the ground distance.","A tailwind component increases fuel and time to descent.",3,,
Performance,"What is the effect of increased mass on the performance of a gliding aeroplane? ","The gliding angle decreases.","There is no effect.","The speed for best angre of descent increases.","The lift/drag ratio decreases.",3,,
Performance,"What is the minimum width of  a clearway?","100m","500 ft","400 ft","200m",2,,
Performance,"Which of the following statement is correct when talking about an aeroplane with turbojet angines?","The speed for minimum thrust required is used to fly the long range cruise regime.","The speed for minimum thrust required is used to climb with the best angle of climb","The speed dfor maximum thrust required is used to climb with the best rate of climb","The speedfor maximum thrust required is used to obtain a maximum range in a descent",2,,
Performance,"On a reprocating engined aeroplane with increasing altitude at constant gross mass, angle of attack and configuration, the power required.","decreases slightly because of the lower air density.","increases but TAS remains constant.","increase and the TAS increases by the same percentage.","remains unchanged but the TAS increases.",3,,
Performance,"The airspeed for jet aeroplanes at which power required is a minimus:",",is the same as the minimum drag speed.","is always higher than the minimum drag speed.","is always lower than the minimum drag speed. ","is lower than the minimum drag speed in the climb and higher than the minimum drag speed in the descent. ",3,,
Performance,"if the thrust available exceeds the thrust required for level flight:","the aeroplane decelerates if it is in the region of reverted command.","the aeroplane descends if the airspeed is maintained.","the aeroplane deceJerates if the altitude is maintained.","the aeroplane accelerates if the altitude is maintained.",4,,
Performance,"What happends to thrust required and drag if you fly below VMD?","Thrust required decreases and drag increases.",Thrust required inet eases and drag increases.","Thrust required increases and drag decreases.","Thrust required decreases and drag decreases.",2,,
Performance,"What is the flight path angle? ","The angle of the flight path of an aircraft and the angle of attack","The angle of the flight path of an aircraft and local vertical.","The angle of the flight path of  an aircraft and ground.","The angle of the flight path of an aircraft and trus north.",3,,
Performance,"In unaccelerated climb: ","thrust equals drag plus the uphill component of the gross weight in the flight path direction.","lift is greater than the gross weight.","thrust equals drag plus the downhill component of the gross weight in the flight path direction.","lift equals weight plus the vertical component of the drag.",3,,
Performance,"On the Power versus TAS graph for level flight, the point at which e tangent from the origin touches the power required  curve:","is the point where Drag coefficient is a minimum.","is the maximum drag speed","is the point where the lift to drag ratio is a maximum","is the point wfiere the Lift to Drag ratio is a minimum.",3,,
Performance,"Density altitude is the: ","altittude reference to the standard datum plane.","altitude read directly from the altimeter.","pressure altitude corrected for 'non standard' temperature.","Heigher above the surface",3,,
Performance,"The Density Altitude:","is used to determine the aeroplane performance.","is used to establish minimum clearance of 2 000 feet over  mountains","is used to calculate the FL above the Transition Altitude.","is equal to the pressure altitude",1,,
Performance,"The maximum rate of chmb that can be maintatned at the absotute ceiling is","125 ft/min.","l 00 ft/min.","500 ft/min.","0 ft/min.",4,,
Performance,"During a descent a headwind will:","increase the angle of the descent flight path","increase the descent distance over ground","increase the angle of descent","Increase the rate of descent",1,,
Performance,"The specific range jet airplane is:","The number of mine per unit mass of fuel","The fuel flow divided by TAS","the fuel flow per unit of thrust","nautical air miles flown divided by specific fuel consumption",1,,
Performance,"The point where drag coefficient / lift coefficient is a minimum is:","on the "back side" of the drag curve.","The lowest point of the drag curve","The point where a tangent from the origin touches the drag curve","at stalling speed.",2,,
Performance,"A constant headwind component:","increase the angle of flight path during climb","Increase the maximum endurance","increases the best rate of climb","decreases the angle of climb",1,,
Performance,"In which of the flight conditions listed below is the thrust required Tr equal to the drag D","In a descent with constant TAS","In a climb with constant IAS","In level flight with constant IAS","In accelerates level flight",3,,
Performance,"Consider an airplane with four angines. One engine failed calculated the climb gradient with the given values: Mass: 358 000KG Drag: 455 000N Thrust 245 000N ( eacch engine) Consider acceleration of gravity = 10 m/s : ","83%","8.3%","7.8%","14.7%",3,,
Performance,"An aeroplane executes a steady glide at the speed for minimum glide angle. If the forward speed is kept constant, what is the effect of a lower mass? Rate of descent glide angle_, CL/Co ratio","increases increases; decreases ","increases, constant; increase","Increase;increase; constant","decreases; constant; decreases",1,,
Performance,"Vso speed is defined as follows:","reference stalling speed in landing configuration","reference stalling speed in a specific configuration.","stalling speed in a specified configuration.","Stalling speed in landing configuration",4,,
Performance,"What margin above the stall speed is provided by the landing reference speed Vref","1.1 o Vso ","1.05 Vso ","1.30Vso","VMCA X 1.2 ",3,,
Performance,"At a given mass, the stalling speed of a light, signel engine piston aircraft is 61 kts in the landing configuration. The minmum speed pilot should maintain during approach is: ","67 kts","80 kts","75 kts","64 kts",2,,
Performance,"Determine the minimum speed at 50ft above the take off surface level if the aircraft is an aeroplane with a signle engine and a Vs1 of 5kt.","69kt","75kt","61kt","73kt",1,,
Performance,"The stalling speed or minimum steady flight speed at which the aeroplane is controllable in landing configuration is abbreviated as:","Vso","Vs","Vs1","Vmc",1,,
Performance,"EASA CS-23 Defines a certain speed that muet be reached on take off. What speed is needed to correctfy complete the following statement for item "(2)(ii)"?<br><br> For normal utility and aerobatic category aeroplanes, the speed at 1 5 m (50 ft) above the take off surface level must not be less than - <br><br>(2) For single-engined aeroplanes, the higher of - <br>(i) A speed that is shown to be safe under all reasonably expected conditions, including turbulence and complete engine failure; or<br>(ii)____","1.05 VMc ","1.10 Vs1 ","1.10 VMc","1.20 Vs1 ",4,,
Performance,"Which factor must be applied, if not stated differently in AFM for a performanace class B aeroplane when take-off on a runway with 1% upslops?","1.00","1.10","1.05","0.95",3,,
Performance,"Which factor must be applied, If not stated differently AFM, for a performance class B aeroplane when landing on a runway with short grass? ","0.95 ","1.05","1.45","1.15",4,,
Performance,"The maximum indicated air speed of piston engine aeroplane without turbo charger, in level fhght, is reached:","at the lowest possible altitude ","at the optimum cruise altitude. ","at the practical ceiling. ","at the service ceiling.",1,,
Performance,"For an aeroplane ,n Performance class B the following factors msut be applied in determining the take-off distance from dry grass and wet pavement respectively. ","1.3 and 1.2","1.3 and 1.15 ","1.2 and 1.15 ","1.2 and 1.0",4,,
Performance,"An aircraft ,s scheduled for take off, and requtrea 800 m (TOOR) under normal cond1t1ons at ISA seal level. The following airfield characteristics need to be taken mto account Pressure Altitude 2 000 ft, QNH 1013 hPa, temperature +21 °C. 5 kts tailwind, 2% downslope. Adjust the TODR accordingly using the following factors:<br><br> Pressure altitude: ± 20 m / 1 000 ft runway slope: ± 1 5 m / 1 % slope Headwind: - 5 m I 1 kts Tailwind: + 10 m / 1 kts Temperature: ± 5 m / l 0 ISA Deviation  ","810 m ","1940m ","910 m ","870m",2,,
Performance,""For an aeroplane m Performance classB the met take-off flight
path begms at a height of___ and end at a heioght of___ "",""50 feet; 1500 feet"",""50 feet; 1000 feet"",""35 feet; 1000 feet"",""35 feet; 1500 feet"",1,,
Performance,"In a given configuration the endurance of a ptlton engined aeroplane only depends on:","altitude, speed, mass and fuel on board ","altitude, speed and mass.","speed, mass and fuel on board","speed and mass",1,,
Performance,"An airline operator shall make sure that tf the aircraft plamed for the night is a performance class B aeroplane, tt wm be able, throughout its flight route or its alternate route scheduled from this initial route, to reach a climb rate of at least","500 ft/min with all engines operating at maximum cruise power","300 ft/min with one engine inoperative and all the others operating at maximum continuous power. ","500 ft/min with one engine inoperative and all the others operating at maximum continuous power","500 ft/min with all engines operating at maximum continuous power",4,,
Performance,"An aeroplane with reciprocateng engines it flying at a conatant angle of attack, mass and configutatton. With increasing altitude the drag: ","remains unchanged but the TAS increases. ","remains unchanged but the GAS increases. ","decreases and the CAS decreases too because of the lower air density. ","increase at constant TAS",1,,An aeroplane with reciprocateng engines it flying at a conatant angle of attack,,,,,
Performance,"Whet affttt has a tailwind on the maximum endurance speed","No effect","Tailwind only effect holding speed","The IAS will be decreased","The IAS will be increased",1,,
Performance,"Consider the range and endurance of piston powered signle engined aeroplane. Which of the following statatement is correct about the power setting? <br><br>l) Endurance decreases if the power is increased from a given power setting.<br> 2) Maximum range is achieved with the power setting for maximum endurance.<br> 3) The power setting for maximum range is higher then that for maximum endurance. <br> 4) Increasing the power from a given power setting increases the range ",<br>"1, 3, 4 ","1,3","2","1,2,4",2,,
Performance,"A climb gradient required is 3 3,i, For an aircraft matntaintno 1 00 kts TAS (no wmd), th,s chmb gradient corresponds to a rate of cltrnb (ROC) of approximately: ","33.0 m/ s. ","3 300 ft/min. ","330 ft/min","",3.30 m/s.,3,,
Performance,"Refer to figure 032-08 With regard to the graph for the light twin aeroplane, if the brakes are released before take-off power is achieved, the accelerate/ stop distance will be: ","the same as the graphical distance because both techniques are accounted for. ","shorter than the graphical distance. ","longer than the graphical distance","unaffected because all take-off techniques are accounted for. ",3,,
Performance,"Refer to figure 032-08 With regard to the graph for the light twin aeroplane, will the accelerate and stop distance be achieved in a take-off where the brakes are released before take-off power is set? ","No, the performance will be worse then in the chart","Yes, the chart has been made for this situation.","It does not matter which take-off technique is being used","Performance will be better than in the chart.",1,,
Performance,"The critical engine inoperative. ","does not affect the aeroplane performance since it is independent of the power plant. ","decreases the power required and the total drag due to the reduced drag of the windmilling engine and the compensation of the yaw moment. ","increases the power required and decreases the total drag due to the windmiling engine.","increases the power required and the total drag due to the additional drag of the windmilling engine and the compensation of the yaw moment ",4,,
Performance,"The speed for maximum rate of climb ","may be higher or lower than the speed for best angle of climb depending on aircraft type. ","lower than the speed for the best angle of climb. ","will be the same as the speed for best angle of climb under any circumstances. ","will be higher than the speed for best angle of climb",4,,
Performance,"The speed for best rate of climb is called.","Vv","V2","Vcl","Vx",1,,
Performance,"Which is the critical engine in case of an aeroplane with two piston engine ( clockwise rotation propellers ) and an engine failure during take-off, ","The left engine. ","The left engine during ground roll, the right engine when  airbone","Both engines. ","The right engine. ",,
Performance,""Vlo is define as:"",""the maximum speed for landing gear operation. "",""actual speed that the aircraft lifts off the ground"",""minimum possible speed that the aircraft could lift off the ground. "",""the long range cruise speed. "",1,,
Performance,"Consider a graph showing the rate of chmb on the vertical axis and the speed on the horizontal axis. ","A tangent which is dt awn from the origin will intercept the graph on a specific location which shows Vy. ","A tangent which is drawn from the origin will intercept the graph on a specific location which shows Vx and the peak of the graph shows Vy. ","The peak of the graph shows Vx.","A tangent which is drawn from the orrgin will intercept the graph on a specific location which shows Vy and the peak of the graph shows Vx",2,,
Performance,"Which of the following provides maximum obstacle clearance during climb?","The speed for maximum climb angle Vx, ","l.2 Vs. ","The speed for maximum rate of climb","The speed, at which the flaps maybe selected position further UP.",1,,
Performance,"As long as an aerosplane is in a steady climb","Vx 1s always less than Vy ","Vx is always greater than Vy","Vx may be greater or less than Vy depending on altitude","Vy is ajways greater than VMo",1,,
Performance,"Refer to the critical engine of a propelter--drtven airplane with two engines. If this engine fails, the most unfavoutabte effect is related to the: ","fuel consumption. ","maximum altitude. ","handling and performance characteristics","endurance",3,,
Performance,"What happens to V x and Vy on a multt-englne atrplane after engine failure? ","Vxse>Vx and Vyse<Vy", "Vxse<Vx and Vyse<Vy","Vxse=Vx and Vyse=Vy","Vxse=Vx and Vyse>Vy",1,,
Performance,"Vx is defined as: ","the speed for best rate of climb. ","the speed for best angle of flight path. ","the speed for best angle of climb. ","the speed for best specific range. ",3,,
Performance,"Consider the drag of e petformance class B aeroplane with two prston engines during an engine failure to the drag with both engines operative. If the critical engine fails:","drag remains constant as long as the propeller of the critical engine is in feathered position and does not rotate. ","drag decreases because induced drag decreases since the airplane has to fly at a higher speed to maintain controHability","drag increases because induced drag decreases with a factor of l to 5 because slipstream is lost. ","drag increase beacuse the pilot has to increase rudder input",4,,
Performance,"Consider the power required of a performance class B aeroplane with two piston engines during an engine failure to the power required with both engines operative. If the critical engine fails and the pilot wants to maintain level flight: ","the power required remains the same if the pilot is able to counteract the adverse yaw. ","the power required is higher because the total drag has decreased. ","the power required is higher because the total drag has increased. ","the power required has doubled because the aircraft lost 50% of its performance. ",3,,
Performance,"Typically the CUCD ratio is: ","maximum at an angle of attack of 4°. ","minimum at an angle of attack of 4°. ","maximum at an angle of attack of 16°. ","minimum at an angle of attack of 16°. ",1,,
Performance,"Consider a performance class B aeroplane which is used for commercial transports and a runway where no clearway and no stopway is available. The take·off mass shall not exceed the maxinmm take-off mass specified in the AFM for the pressure altitude and the ambient temperature at the aerodrome of departure. The unfactored take-off distance, specified in the AFM, shall not exceed the take-off run available (TORA), when multiplied by a factor of: ","1.5 ","l.15 ","1.25 ","1.3 ",3,,
Performance,"Consider a performance class B aeroplane which is used for commercial transports and a runway where a clearway or a stopway is available. The take-off mass shall not exceed the maximum take-off mass specified in the AFM for the pressure altitude and the ambient temperature at the aerodrome of departure. The unfactored take-off distance, specified in the AFM, shall not exceed the take-off distance available (TODA), when multiplied by a factor of:","1.15","1.3 ","1.5 ","1.25",1,,
Performance,"What percentages of the headwind and tailwind components are taken into account when calculating the take-off field length required?","50% headwind and 100% tailwind. ","100% headwind and 100% tailwind. ","150% headwind and 50% tailwind. ","50% headwind and 150% tailwind. ",4,,
Performance,""An aircraft has two certified landing flaps positions, 25° and 35°"". If a pilot chooses 25° instead of 35°, the aircraft will have: "",""an increased landing distance and degraded go-around performance. "",""an increased landing distance and better go-around performance. "",""a reduced landing distance and better go-around performance. "",""a reduced landing distance and degraded go-around performance. "",2,,
Performance,"Compare an approach and landing of an atrplane with full flaps setting to zero flaps setting. An approach and landing with full flaps setting will result in:"," a slower speed during the approach and a shorter ground-roll distance","a slower speed during the approach and a longer ground-roll distance","a higher speed during the approach and a shorter ground-roll distance. ","a higher speed during the approach and a longer ground-roll distance.",1,,
Performance,"The  combination of factors that most requires a low-angled flap setting for take off is:  ","High field elevation, no obstacles in the climb-out path, low ambient temperature and short runway. ","Low field elevation, close-in obstacles in the climb-out path, long runway and a high ambient temperature. ","High field elevation, distant obstacles in the climb-out path, long runway and a high ambient temperature.","Low field elevation, no obstacles in the dimb-out path, short runway and a low ambient temperature. ",3,,
Performance,"Assume a normal approach and landing with a class B airplane on a wet runway. Which of the following values shows the corresponding screen height? ","100 ft ","60 ft ","35 ft ","50 ft ",4,,
Performance,"The following parameters positively affect the take-off ground run: <br> <br> 1) decreasing take-off mass. 2) Increasing take-off mass. 3) increasing  density 4) descreasing density. 5) increasing flap setting. 6) decreasing flap setting. 7) increasing pressure altitude. 8) decreasing pressure altitude ","2, 4, 5, 7 ","1. 3, 5, 8 ","2, 3, 6, 7 ","1, 4, 6, 8 ",2,,
Performance,"Changing the take off ftap settmg from flap 15* to flap 5* wtll normally result in","a shorter take off distance and a better climb. ","a longer take-off distance and a better climb. ","a better climb and an equal take-off distance. ","a shorter take-off distance and an equal climb. ",2,,
Performance,"How does the thrust of a fixed pitch propeller vary during takeoff run, assuming unstalled flow conditions at the propeller blades? The thrust:","decreases while the aeroplane speed builds up. ","increases while the aeroplane speed builds up. ","varies with mass changes only.","has no change during take-off and climb.",1,,
Performance,"Consider a performance class B aeroplane which is used for commercial transports and a runway where a clearway or a stopway is available. The take-off mass shall not exceed the maximum take·off mass specified in the AFM for the pressure altitude and the ambient temperature at the aerodrome of departure. The unfactored take-off distance, specified in the AFM, shall not exceed the accelerate stop distance available {ASDA), when multiplied by a factor of: ","1.5","1.3","1.15","1.25",2,,
