category,question,optionA,optionB,optionC,optionD,correct,image,explanation
OPS,"To whom may the commander delegate the conduct of the flight?","Nobody.","Any pilot licence holder.","Another qualified commander.","The licence holder of a CPL with an instrument rating.",3,,
OPS,"With reference to flight and duty time regulations and rest requirements - standby time is counting for.","flight duty period (FDP).","duty time.","rest period.","break.",2,,
OPS,"In accordance with AIR OPS, during a VOR procedure, if the reported RVR/ visibility is less than the applicable minima, the approach shall not be continued beyond:","1000 ft above the aerodrome/heliport on the final approach segment.","the final path intersection.","the FAF, or 1 500 ft above the aerodrome/heliport if there is no FAF","the middle marker, or 500 ft above the aerodrome/heliport if there is no middle marker.",1,,
OPS,"A visual approach is:","an instrument approach where the pilot has the option to continue the approach visually, providing that he has the necessary visual criteria.","any part of an instrument approach that is carried out in VMC.","the circling part of a precision approach to a runway other than the runway on which the landing is to be made.","an approach made under VFR using height and track guidance.",1,,
OPS,"According to EASA AIR OPS, a Category I operation is a precision instrument approach and landing with a decision height (DH) not lower than ___ and with a runway visual range (RVR) not less than ___","200 ft; 550 m","100 ft; 550 m","200 ft; 350 m","100 ft; 350 m",1,,
OPS,"In accordance with the EASA AIR OPS, an airplane with one passenger deck, equipped with 245 passenger seats and effectively carrying 195 passengers, is scheduled to fly 8-hour flight from Paris to New York (90-minute ETOPS route). It must be equipped with:","no emergency medical kits need to be carried","1 emergency medical kit","3 emergency medical kits","2 emergency medical kits",2,,
OPS,"According to EASA AIR OPS, what is the planning minima for a destination alternate with a CAT I approach available?","RVR according to Cat I.","Non-precision minima (RVR and the ceiling at or above MDH).","Non-precision minima plus 200 ft/1 000 m.","Circling minima.",2,,
OPS,"In accordance with EASA AIR OPS, when the flight data recorder is required, it must stop automatically to record the data:","when the landing gear is extended and locked.","when the main gear shock strut compresses when touching the runway","when the aircraft clears the runway.","after the aircraft is unable to move by its own power.",4,,
OPS,"In accordance with AIR OPS, refuelling performed while passengers are embarking or disembarking the aircraft:","is prohibited.","is acceptable provided that all flight crew shall remain at their station.","is acceptable provided that the ground area beneath the exits intended for emergency evacuation and slide deployment areas are kept clear.","is acceptable provided that all the aircraft doors are completely opened.",3,,
OPS,"In accordance with EASA AIR OPS, the operator must ensure that the dangerous goods documentation of a flight is stored for a minimum period of:","12 months","3 months","2 years","6 months",2,,
OPS,"An exit is considered to be out of service when the following elements are inoperative:<br><br>1) the external door opening mechanism<br>2) the internal door opening mechanism<br>3) the door opening aid device<br>4) the open door locking system<br>5) the auxiliary means of evacuation<br>6) the emergency lighting<br><br>The combination regrouping all the correct statements is:","1, 2, 3, 4, 5, 6","1,3,4,5","1, 2, 5, 6","2,3, 4,6",1,,
OPS,"An airplane whose maximum approved passenger seating configuration is greater than 600 seats must be equipped with at least:","8 hand fire extinguishers conveniently located in the passenger compartment.","6 hand fire extinguishers conveniently located in the passenger compartment.","7 hand fire extinguishers conveniently located in the passenger compartment.","9 hand fire extinguishers conveniently located in the passenger compartment.",1,,
OPS,"An airplane whose maximum approved passenger seating configuration is 301 to 400 seats must be equipped with at least","5 hand fire extinguishers conveniently located in the passenger compartment.","6 hand fire extinguishers conveniently located in the passenger compartment.","3 hand fire extinguishers conveniently located in the passenger compartment.","4 hand fire extinguishers conveniently located in the passenger compartment.",1,,
OPS,"According to EASA AIR OPS, what is the planning minima for a destination alternate with a CAT II approach available?","Circling minima.","RVR according to CAT I.","Non-precision minima plus 200 ft / 1 000 m.","Non-precision minima.",2,,
OPS,"A Category I precision approach (CAT I, aeroplanes) is an approach which may be carried out with a runway visual range of at least:","500 m","350 m","550 m","800 m",3,,
OPS,"EASA AIR OPS - Selection of Aerodromes. If the AFM does not contain an OEI cruising speed, the speed to be used for calculation shall be that which is achieved with the remaining engine(s) set at:","maximum route speed for engine efficiency.","minimum power.","maximum power.","maximum continuous power.",4,,
OPS,"An aeroplane command course requires a commander to carry out under supervision:","20 hours and at least 10 sectors.","10 hours and at least 5 sectors.","at least 10 sectors.","20 hours and at least 5 sectors.",3,,
OPS,"State the minimum requirement of a turbine powered aeroplane to be equipped with an ACAS?","MCTOM >5 700 kg or MOPSC >19","MCTOM >27000 kg or MOPSC ≥19","MCTOM ≥27 000 kg or MOPSC >19","MCTOM >5 700 kg or MOPSC ≥9",1,,
OPS,"According to EASA AIR OPS, when a flight data recorder is required, it must start automatically to record the data:","when lining up.","prior to the aircraft being capable of moving under its own power.","when taking-off.","when the landing gear is retracted.",2,,
OPS,"Which statement is true regarding first-aid kits?","They must be located on the flight deck.","They must be readily accessible for use.","They must be available in the rear galley, away from the passengers.","They must be accessible to the cabin crew.",2,,
OPS,"Astronomic precession is:","zero when the aircraft is on the ground.","independent of the latitude.","depending on the chart used.","exists whether the aircraft is on the ground or flying.",4,,
OPS,"A polar stereographic chart has a grid printed over it which is parallel to the meridian 054°W, with Grid North in the direction of the North Geographic Pole. An aircraft is following a true course of 330°. At position 80°N 140°E, its grid heading (GH) with this system will be:","316°","136°","164°","276°",2,,
OPS,"In the event of communication failure in an MNPS (Minimum Navigation Performance Specification) airspace, the pilot must:","join one of the so-called special routes.","change the flight level in accordance with the predetermined instructions.","return to his flight plan route if its different from the last oceanic clearance received and acknowledge by him.","continue his flight compliance with the last oceanic clearance received and acknowledge by him.",4,,
OPS,"According to EASA AIR OPS, without an ETOPS approval, the maximum distance from an adequate aerodrome for two-engined aeroplanes in Performance Class A, with a maximum approved passenger seating configuration of 20 or more, is the distance flown in ___ minutes at the one-engine-inoperative cruise speed.","60","30","90","120",1,,
OPS,"A magnetic compass, when used at or close to the magnetic poles will be unreliable because of:","a decrease in the horizontal magnetic field strength.","fluctuations in the earth's magnetic field strength.","an increase in both, the vertical and the horizontal magnetic field strength.","a decrease in both, the vertical and the horizontal magnetic field strength.",1,,
OPS,"The frequency designated for VHF air to air communications when out of range of VHF ground stations in NAT region is:","121.5 MHz","123.45 MHz","243 MHz","118.5 MHz",2,,
OPS,"The validity period of an eastbound organised track system in MNPS airspace is normally at 30°W, between:","100 UTC to 800 UTC.","1130 UTC to 1 800 UTC.","1 030 UTC to 1 900 UTC.","0 UTC to 800 UTC.",1,,
OPS,"The chart is a South polar stereographic projection of the Antarctic regions. A grid, printed over it, is aligned with meridian 180°, the Grid North in the direction of the Geographic North (non standard grid). The grid course followed by the aircraft is Rg-280°, the position is 80°S 100°E. The true course followed at this moment is:","100°","260°","080°","000°",4,,
OPS,"In the area where the MNPS is applicable, the vertical separation that can be applied between FL290 and FL410 inclusive is:","1000 ft","2000 ft","1500 ft","500 ft",1,,
OPS,"The pilot uses a South polar stereographic chart whose printed over grid is parallel with the zero meridian and Grid North in the direction of Geographic North along this meridian. The aircraft position is 80°S 130°E, its true route is 110°, the grid route at this moment is:","060°","340°","240°","110°",3,,
OPS,"In the absence of wind and without the astronomic precession effect, an aircraft would, at a constant gyro heading, follow a:","great circle line.","rhumb line.","spherical flight segment.","straight map line.",1,,
OPS,"In the MNPS airspace, a pilot should first of all take the following action in the event of a failure of the last inertial navigation system:","request authorization from Control to track another aircraft.","immediately climb or descent 1 000 ft.","set a different heading approximately 45° from the previous one.","notify Air Traffic Control and wait for a reply within a reasonable time.",4,,
OPS,"During a flight to Europe, planned in MNPS airspace, you expect to cross the 30°W meridian at 0030 UTC. You will then normally be:","within the organized daytime flight track system.","within the polar track system.","out of the validity period of organised flight track system.","within the organized night-time flight track system.",3,,
OPS,"Given:<br><br>g = the longitude difference<br>Lm = the average latitude<br>Lo = the latitude of the tangent<br><br>The correct formula expressing the astronomic precession applied during a transoceanic and polar navigation, is equal to:","g x sin Lm","g/2 x sin Lm","g x (sin Lm - sin Lo)","15°/h x sin Lm",4,,
OPS,"A flight via the SHANNON-GANDER great circle with no MNPS certification can be planned:","at a constant airspeed of 480 kts.","at FL280 or less.","at a Mach number of 0.70 or less.","outside scheduled flight times.",2,,
OPS,"If a flight is planned to operate along the whole length of one of the organised tracks in the MNPS airspace, the intended organised track should be defined in items of the flight plan by:","using the abbreviation OTS followed by the code letter assigned to the track.","inserting coordinates defining significant points with intervals of 10° of longitude.","the abbreviation NAT followed by the code letter assigned to the track.","inserting coordinates as detailed in the NAT track message.",3,,
OPS,"The abbreviation MNPS means:","Main Navigation Performance Specification.","Magnetic Navigation Performance Specification.","Maximum Navigation Performance Specification.","Minimum Navigation Performance Specification.",4,,
OPS,"In MNPS airspace, the speed reference for turbo-jet aircraft is the:","ground speed.","indicated airspeed.","true airspeed.","Mach number.",4,,
OPS,"On which frequency you can operate while flying in MNPS airspace during air-ground communication failure and which should be monitored in case 121.5 MHz is not available?","123.45 MHz","118.5 MHz","243 MHz","123.5 MHz",1,,
OPS,"The chart in question is of the polar stereographic type with its grid parallel to the zero meridian, and Grid North in the direction of the North Geographic Pole. The gyro does not comprise a rate correction device. The gyro-magnetic compass of an aircraft standing at an aerodrome located at 59°57'N 010°30'E is switched to free gyro mode at 1400 UTC, with Gyro North being aligned with Grid North and the gyro heading reading 120°. A technical problem delays take-off until 1630 UTC. The gyro, whose mechanical precession is zero, was not reset prior to take-off. By how many degrees will the gyro compass need to be adjusted to eliminate the error?","-32.5°","+13°","+73.5°","+32.5°",4,,
OPS,"According to EASA AIR OPS, for two-engined aeroplanes in Performance class B or C without an ETOPS approval, the maximum distance from an adequate aerodrome is the distance flown in ___ minutes at the one-engine-inoperative cruise speed, or ___ nautical miles, whichever is less.","60; 300","60; 200","120; 200","120; 300",4,,
OPS,"On a polar stereographic chart whose grid is parallel with the Greenwich meridian in the direction of the True North Pole, the true orientation of the great circle linking point 62°N 010°E to point 66°N 050°W is 305°. The grid route at the starting point of this great circle is:","292°","301°","298°","295°",4,,
OPS,""The minimum lateral separation in the NAT region is:"",""90 NM between aircraft flying above FL285."",""60 NM between all aircraft operating below MNPS airspace."",""90 NM between all aircraft flying in the NAT region."",""60 NM between aircraft meeting minimum navigation performance specifications."",4,,
OPS,"Flights within NAT region shall be conducted in accordance with IFR when:","operating at or above FL 60 or 2000 ft above ground whichever is the higher.","operating more than 100 NM seaward from the shoreline within controlled airspace.","flying above 3.000 ft above ground.","operating more than 100 NM seaward from the shoreline within uncontrolled airspace.",1,,
OPS,"In NAT region, a revised estimate should be transmitted to the ATS when the estimated time for the next position has changed by:","5 minutes or more.","3 minutes or more.","2 minutes or more.","10 minutes or more.",2,,
OPS,"During a flight to Europe, scheduled in MNPS airspace, you expect to cross the 30°W meridian at 0300 UTC. You will normally be:","outside the validity period of the organised track system.","in a night-time organised track system.","within the polar track system.","in a day-time organised track system.",2,,
OPS,"During a flight to Europe, planned in MNPS airspace, you expect to cross the 30°W meridian at 1100 UTC. You will then normally be:","out of the validity period of organised flight track system.","within the polar track system.","within the organized night-time flight track system.","within the organized daytime flight track system.",1,,
OPS,"An aircraft flying above flight level 410 in MNPS Airspace is unable to continue flight in accordance with its Air Traffic Control clearance (degradation of navigational performance requirements, mechanics troubles etc), but is able to maintain its assigned level, and due to a total loss of communications capability, could not obtain a revised clearance from ATC. The aircraft should leave its assigned route or track by turning 45° to the right or left whenever this is possible, and the subsequent action will be, turn to acquire and maintain in either direction track laterally separated by 15 NM from its assigned route and:","climb 1000 ft or descent 500 ft.","climb or descend 1 000 ft.","climb or descent 500 ft.","climb 500 ft or descend 1 000 ft.",2,,
OPS,"MNPS is the abbreviation for.","Maximum North-atlantic Precision System.","Minimum Navigation Performance Specification.","Minimum Navigation Positioning System.","Military Network Performance Structure.",2,,
OPS,"When leaving the MNPSoceanic control area for a domestic controlled area, the pilot has to:","take any Mach number.","maintain the Mach number previously assigned up to the last position shown in the oceanic clearance.","take the Mach number provided for this type of flight by his airline.","take the Mach number specified in this initial flight plan.",2,,
OPS,"The validity period of a day-time organised track system in MNPS airspace is normally, at 30°W, between:","1 030 UTC to 1 900 UTC.","0 UTC to 800 UTС.","100 UTC to 800 UTC.","1130 UTC to 1 900 UTC.",4,,
OPS,"During a transoceanic and polar flight, the chart precession is a rotation in degrees, for a moving aircraft, of the Gyro North with respect to the:","Grid North for a given chart.","True North for a given chart.","True North for any chart.","Grid North for any chart.",1,,
OPS,"Penetration into the NAT MNPS airspace is:","subject to a clearance only if the flight route is changed.","not subject to a clearance, since the flight is already controlled.","subject to an optional clearance depending on the type of flight (scheduled or not).","subject to a mandatory clearance.",4,,
OPS,"Which FL do you have to choose when flying on a westerly heading in MNPS airspace?","Even flight levels between 285 and 420.","A flight level which you have received by the MNPS message.","All flight levels between 285 and 420, except FL390, as it reserved for states operation.","Odd flight levels between 285 and 420.",1,,
OPS,"Astronomic precession:","is zero at the North Pole","causes the gyro axis to spin to the right in the Southern hemisphere.","is zero at the South Pole.","causes the gyro axis to spin to the left in the Southern hemisphere.",4,,
OPS,"The standard lateral separation minima to be maintained between aircraft flying in NAT MNPS airspace is:","90 NM","30 NM","60 NM","120 NM",3,,
OPS,"Which standard separation will be provided if Reduced Vertical Separation Minimum (RVSM) is used when operating in NAT MNPS airspace?","90 NM lateral and 500 ft vertical.","60 NM lateral and 1 000 ft vertical.","60 NM lateral and 500 ft vertical.","90 NM lateral and 1 000 ft vertical.",2,,
OPS,"During a transoceanic and polar flight, the transport precession is the rotation in degrees of the Gyro North with respect to the:","Grid North.","Magnetic North.","Compass North.","True North.",4,,
OPS,"You plan to fly from point A (60°N 010°E) to point B (60°N 020°E). The Gyro North of the gyro compass, assumed to be operating perfectly, with no rate correction device, is aligned with the True North of point A. The constant gyro heading to be followed when starting from A given that the flight time scheduled is 1 hr 30 min with a zero wind, is equal to:","066°","080°","076°","085°",3,,
OPS,"The MNPS (Minimum Navigation Performance Specification) airspace extends from:","27° North to 70° North.","30° North to 90° North.","30° North to 70° North.","27° North to 90° North.",4,,
OPS,"In the event of an enroute HF communication failure in an MNPS (Minimum Navigation Performance Specification) airspace, the appropriate VHF frequency for air-to-air communications is:","118.80 MHz","121.80 MHz","128.80 MHz","123.45 MHz",4,,
OPS,"According to North Atlantic MNPSA Operations Manual, what is the transponder code to be selected continuously 30 min after entry into NAT airspace?","Code 7 500","Code 2000","Code 7000","The last assigned code prior to entry into NAT airspace",2,,
OPS,"The climb or descent through MNPS airspace of a non MNPS certified aircraft:","is forbidden in all circumstances.","can be authorised only if the pilot is in communication with the pilot of the conflicting aircraft.","can be authorised under radar control if the pilot is in VHE contact with the controller.","can be authorised when the aircraft has two long range navigation systems.",3,,
OPS,"The minimum longitudinal separation of two aircraft flying in MNPS airspace at the same Flight Level, on the same track and with the same Mach number is:","15 minutes.","10 minutes.","20 minutes.","5 minutes.",2,,
OPS,"Astronomic precession:","causes an apparent wander on the axis of the directional gyro to the left in the southern hemisphere.","causes an apparent wander on the axis of the directional gyro to the right in the southern hemisphere.","is zero at the South Pole.","is zero at the North Pole.",1,,
OPS,"Arriving at the point of entry into MNPS (Minimum Navigation Performance Specification) airspace (except Shanwick Oceanic) and not having yet received the oceanic clearance, the crew:","returns to base immediately.","keeps flying in accordance with the air-filed flight plan.","keeps flying deviating its course by 30 nautical miles from that of the air-filed flight plan.","carries out a holding pattern.",2,,
OPS,"Minimum Navigation Performance Specification (MNPS) airspace in the applicable areas of the North Atlantic is defined between the following flight levels:","FL285 and FL420.","sea level and FL660.","FL280 and FL475.","FL270 and FL400.",1,,
OPS,"In the event ofa contingency which required an en-route diversion to an alternate aerodrome across the direction of the prevailing NAT traffic flow and if prior ATC clearance cannot be obtained, an aircraft not able to maintain its assigned flight level should:","minimise its rate of descent while acquiring a 60 NM offset track.","minimise its rate of descent while acquiring a 15 NM offset track.","immediately descend below FL280 and then acquire a 15 NM offset track.","immediately descend below FL280 and then acquire a 60 NM offset track.",2,,
OPS,"During a flight from Europe, scheduled in MNPS airspace, you expect to cross the 30°W meridian at 1330 UTC. You will normally be:","in a night-time organised track system.",in a day-time organised track system."","in a polar track system.","outside the validity period of the organised track system.",2,,
OPS,"In case of total loss of communications, if an aircraft operating in MNPS airspace is unable to continue its flight in accordance with its ATC clearance, it must offset from the assigned route by 15 NM and climb by 1 000 ft or descend by 500 ft to a level which differs from those normally used if flying:","at FL410.","below FL410.","above FL410.","at FL430.",1,,
OPS,"Air traffic unit may request the aircraft to report position when flying east-west north of 70°N between 10°W and 50°W, every:","10° of longitude.","15° of longitude.","5° of longitude.","20° of longitude.",4,,
OPS,"The minimum navigation equipment required for an aircraft flying without restriction in MNPS airspace can be at the very least:","one inertial navigation unit.","two inertial navigation units and a DECCA.","two inertial navigation units.","three inertial navigation units.",3,,
OPS,"A polar track is a track part of which is included in an area where the horizontal component of the earth magnetic field is less than:","38 micro-tesla.","17 micro-tesla.","10 micro-tesla.","6 micro-tesla.",4,,
OPS,"Minimum time route isa route calculated for.","a given flight from departure to destination.","aircraft flying in MNPS airspace.","a period of 12 hours.","a period of 24 hours.",1,,
OPS,"An aircraft leaves point P (60°N 030°W) on a true heading equal to 090° while the gyro compass, which is assumed to be operating perfectly and without an hourly rate corrector unit, indicates 000°. The aircraft arrives at point Q (62°N 010°W) on a true heading equal to 095°. On the journey from P to Q the gyro compass remains in free gyro mode. If the flight lasted 1 hour 30 minutes, the gyro heading at Q will be:","328°","003°","334°","345°",1,,
OPS,"A check on the operation of the SELCAL equipment during a transatlantic flight using the OTS (Organised Track System) must be done:","within 15 minutes after crossing the oceanic airspace boundary.","prior entering the NAT region.","at or prior entering the oceanic airspace.","on ATC request only.",3,,
OPS,"A pilot is using a polar stereographic chart whose grid is parallel to the zero meridian, with Grid North in the direction of the North Geographic Pole. In polar regions, the pilot stops navigation in free-gyro mode after leaving the 6 micro-tesla zone, and the grid heading controlled by information from the inertial navigation system (INS) is 045°. After switching to magnetic mode, the compass heading is 220°. The INS position at this moment is 76°N 180°W. The magnetic variation on the chart is 10°E. The compass shift on this heading at this point in time is:","-15°","+15°","-5°","+5°",3,,
OPS,"An aircraft operating within MNPS Airspace is unable to continue flight in accordance with its air traffic control clearance, but is able to maintain its assigned level, and due to a total loss of communications capability, cannot obtain a revised clearance from ATC. The aircraft should offset from the assigned route by 15 NM and climb or descent 500 ft, if:","at FL410.","at FL430.","above FL410.","below FL410.",4,,
OPS,"ETOPS en-route alternate aerodrome. A pilot is allowed to commence a flight, when the appropriate weather reports or forecasts, or any combination thereof, indicate that, between the anticipated time of landing until one hour after the latest possible time of landing, conditions will exist at or above:","the planning minima.","the planning minima, increased by 25%","the operational minima.","the operational minima, increased by 50%",1,,
OPS,"While in NAT MNPS airspаce, both LRNS fail and there is no ATC contact (or reply from ATC). What intentions should be transmitted by the crew on frequency 121.5?","Landing at the nearest airfield/aerodorme.","Returning to departure aerodrome.","Climbing or descending 500 ft","Flying 5 or 15 NM off track.",3,,
OPS,"A minimum time track is a:","track determined according to weather conditions.","spherical capable flight segment.","great circle track.","rhumb line.",1,,
OPS,"On the Control Display Unit (CDU) of an Inertial Navigation System (INS), you can read the following information:<br><br>Desired track (DTK): 100°<br>Track (TK): 120°<br><br>You can conclude that the:","aircraft is diverging from its ideal course.","aircraft is converging towards its ideal course.","Track Error Angle (TKE) is left (L).","Track Error Angle (TKE) is right (R).",4,,
OPS,"The North Atlantic airspace is regulated, among other, according to:","Canadian rules, because this country has the greatest surface area of territorial waters in this airspace.","rules issued by the bordering States (document 6 530).","rules common to the bordering States, grouped in document 7 050 (North Atlantic Ocean Airspace).","the ICAO document 7030 (additional regional procedures).",4,,
OPS,"An aircraft flying at FL370 on MNPS Airspace is unable to continue flight in accordance with its air traffic control clearance (degradation of navigational performance requirements, mechanics troubles etc), but is able to maintain its assigned level (FL370), and due to a total loss of communications capability, could not obtain a revised clearance from ATC. The aircraft should leave its assigned route or track by turning 45° to the right or left whenever this is possible, and the subsequent action will be, turn to acquire and maintain in either direction a track laterally separated by 15 NM from its assigned route and climb:","or descent 1 000 ft or descend 500 ft.","or descent 1 000 ft.","or descend 500 ft.","500 ft or descend 1 000 ft.",3,,
OPS,"If a pilot has coupled the automatic pilot to the directional gyro equipped with a rate correction device set for astronomical precession, the course followed by the aircraft (in still air conditions) is:","a rhumb line.","a great circle.","a spherical flight segment.","an undetermined track.",2,,
OPS,"At which levels may Reduced Vertical Separation Minimum (RVSM) be used within NAT region?","Between FL290 and FL410.","Below FL290.","Between FL275 and FL400.","Between FL245 and FL410.",1,,
OPS,"The MNPS (Minimum Navigation Performance Specification) airspace extends vertically between flight levels:","275 and 400.","280 and 390.","280 and 400.","285 and 420.",4,,
OPS,""Aircraft may operate in MNPS airspace along a number of special routes, if the aircraft is equipped with at least:"",""one Long Range Navigation System (LRNS)."",""two Inertial Navigation Systems (INS)."",""two independent Long Range Navigation Systems (LRNS)."",""one Inertial Navigation System (INS)."",1,,
OPS,"During the flight of two aircraft in MNPS airspace with a leading aircraft flying at higher speed, the longitudinal separation must not be below:","20 minutes.","10 minutes.","15 minutes.","5 minutes.",4,,
OPS,"Air traffic services may require an aircraft to report position when flying east-west, south of 70°N between 5°W and 65°W, every:","5° latitude.","20° longitude.","10° longitude.","15° latitude.",3,,
OPS,"If all long range navigation systems of an aircraft become unserviceable during a flight in MNPS airspace, and if no instructions are received from the air traffic control, you must consider.","return to departure airport.","descend below the MNPS space.","climbing or descending 500 feet.","land at the nearest airport.",3,,
OPS,"According to EASA AIR OPS, the Minimum Equipment List of an aircraft is found in the:","operations manual.","flight record.","AIR OPS","flight manual",1,,
OPS,"In which chapter (part) of the Operations Manual would you find information on general operational policies and procedures?","PART A","PART C","PART D","PART B, C",1,,
OPS,"Where in the operations manual can you find information about abnormal and emergency procedures if you're acting as a captain under AOC?","Part B","Part D","Part C","Part A",1,,
OPS,"The Minimum Equipment List (MEL) is established by:","the manufacturer and approved by the authority.","the Civil Aviation Authority of the European states.","the aircraft operator and approved by the authority.","the aeronautical authority the aircraft operator is governed by.",3,,
OPS,"Where do you find information related to the use of MEL and CDL in the OPS manual?","Part A","Part B","Part C","Part D",1,,
OPS,"Refer to commercial aircraft operations. In what part of the operations manual would you find general de-icing procedures for the company?","Part D","Part C","Part A","Part B",3,,
OPS,"The operator shall include in the operations manual a Minimum Equipment List which shall be approved by the Authority of:","it is not mandatory that such a book be approved by aviation authorities.","the country of the operator.","the country where the aircraft was manufactured.","the country where the aircraft is operated.",2,,
OPS,"Where in the operations manual can you find information about incident reports of your company if you're acting as a captain under AОС?","Part D","Part B","Part A","Part C",3,,
OPS,"Where can you find information about flying in known icing conditions of your complex motor-powered aircraft?","Minimum equipment and limitations list, MEL.","Specific operating data, SOD.","OPS manual Part B","OPS manual Part A",3,,
OPS,"Reference shall be made to the Minimum Equipment List (MEL) for equipment found unserviceable at any time:","from engine start-up until the aircraft has come to a complete stop at the end of the flight.","during the flight.","prior to the flight time stage.","prior to the aircraft take-off.",3,,
OPS,""In which part of the operations manual would you find information about training matters?"",""PART B & C"",""PART B & D"",""PART A & B"",""PART A & D"",4,,
OPS,"In which chapter (part) of the Operations Manual would you find information on performance data?","Part B","Part D","Part C","Part A, C",1,,
OPS,"In which part of the operations manual would you find information regarding flight planning ?","Part C","Part A","Part D","Part B",4,,
OPS,"If a piece of equipment on your public transport aircraft becomes inoperative while you are still parked at the gate the reference document you should use before making the decision to proceed is:","the EASA AIR OPS","the Operations Manual under the heading "MEL".","the Aircraft Flight Manual.","the Operations Manual under the heading "Abnormal and Emergency procedures".",2,,
OPS,"The Minimum Equipment List (MEL) defines the equipment on which certain in-flight failures can be allowed and the conditions under which this allowance can be accepted. The MEL is drawn up by.","the operator and may be more restrictive than the Master Minimum Equipment List (MMEL).","the manufacturer and may be less restrictive than the Master Minimum equipment List (MMEL).","the operator and may be less restrictive than the Master Minimum equipment List (MMEL).","the manufacturer and may be more restrictive than the Master Minimum Equipment List (MMEL).",1,,
OPS,"Refer to commercial aircraft operations. In what part of the operations manual would you find type specific information?","Part A","Part C","Part D","Part B",4,,
OPS,"The MMEL (Master Minimum Equipment List) is drawn up by:","the aircraft state of registry.","the operator.","the aircraft manufacturers list.","the manufacturer / the type certificate holder.",4,,
OPS,"The Master Minimum Equipment List (MMEL) defines the equipment which can be inoperative when undertaking a flight and the conditions under which this allowance can be accepted. This MMEL is drawn up by:","the operator from a main list drawn up by the manufacturer.","the operator and approved by the certification authority.","the operator and is specified in the Operation Manual.","the manufacturer and approved by the certification authority.",4,,
OPS,"The reference document you shall use when a piece of equipment on your aircraft fails during taxi is:","the EU-OPS.","the Operations Manual under the heading "MEL".","the Operations Manual under the heading "Abnormal and Emergency Procedures".","the MMEL",3,,
OPS,"In which chapter (part) of the Operations Manual would you find information about noise abatement procedures (NAP)?","Part A & B","Part B & C","Part D","Part A",2,,
OPS,"A pilot flies for an AOC holder. Where will he find information on the AOC holders authorised areas of operation, aerodromes and route structure?","Part C","Part D","Part A & D","Part B",1,,
OPS,"The Master Minimum Equipment list (MMEL) is established by:","the manufacturer of the aircraft, and accepted by the authority.","the manufacturer of the aircraft, but need not to be accepted by the authority.","the operator of the aircraft, and accepted by the manufacturer.","the operator of the aircraft, and accepted by the authority.",1,,
OPS,"Which document do you refer to when unlawful interference takes place over the Atlantic?","ICAO Doc 8168","EASA Part FCL","OPS manual Part A","ICAO Annex 1",3,,
OPS,"An acceptable timescale for submitting the amended MEL to the competent authority is ___ from the effective date specified in the approved change to the MMEL.","15 days","90 days","30 days","60 days",2,,
OPS,"An operator is permitted to use an aircraft with certain items of equipment out of service if this is provided for in:","AIR OPS Part-M.","the Maintenance Schedule, in the Approval Specifications Section.","the Minimum Equipment List (MEL) or Master Minimum Equipment List (MMEL).","the approval conditions for return to service following maintenance.",3,,
OPS,"In which part of the 'OPS Manual' would you find information regarding search and rescue procedures?","Part C","Part D","Part A","Part B",3,,
OPS,""In which part of the operations manual would you find information regarding company routes and instructions?"",""Part D"",""Part C"",""Part A"",""Part B"",2,,
OPS,"The MEL (Minimum Equipment List) can be changed by:","the operator.","the chief pilot.","the manufacturer.","the pilot in command.",1,,
OPS,"What is the relationship between MEL and MMEL?","The master minimum equipment list is more restricting than the minimum equipment list.","The master minimum equipment list is based on the minimum equipment list.","The master minimum equipment list refers to ground operations and the minimum equipment list refers to flight operations.","The master minimum equipment list can be less restricting than the minimum equipment list.",4,,
OPS,"Who shall amend the MEL after any applicable change to the MMEL within the acceptable timescales?","The manufacturer.","The operator.","The state of registry.","The pilot-in-command.",2,,
OPS,"In which part of the operations manual would you find information regarding dangerous goods?","Part C","Part B","Part D","Part A",4,,
OPS,"The minimum equipment list (MEL) gives the equipment which can be inoperative when undertaking a flight and the additional procedures to be observed accordingly. This list is prepared by.","the operator, and it is inserted in the Operations Manual.","the manufacturer, and it is inserted in the Operations Manual.","the manufacturer, and it is appended to the Flight Manual.","the operator, and it is appended to the Flight Manual.",1,,
OPS,"In which part of the operations manual would you find information regarding technical procedures of your aircraft?","Part A only","Part A and B","Part C and D","Part B only",2,,
OPS,"The field of application of the Minimum Equipment List (MEL) is defined by a phase of flight operation. The commander must use the limitations provided by the MEL:","at the parking area prior to the aircraft taxiing.","until the aircraft has come to a complete stop at the end of the flight.","at any time during the flight.","prior to the aircraft take-off.",1,,
OPS,"In which part of the operations manual would you find information regarding the companies fuel policy?","Part A","Part D","Part C","Part B",1,,
OPS,"In which part of the OPS manual would you find information regarding mass and balance?","Part A & В.","Part C & D.","Part A only.","Part C only.",1,,
OPS,"In what part of the operations manual can you find type specific information regarding contaminated runways?","Part D","Part C","Part A","Part B",4,,
OPS,"The application of a Type Il anti-icing fluid on an aircraft on the ground will provide a:","protection against icing for the duration of the flight.","limited holdover time.","protection time up to 24 hours.","limited time of protection independent of the outside temperature",2,,
OPS,"An aircraft having undergone an anti-icing procedure must be free of anti-icing fluid at the latest when:","it is rotating (before lifting-off).","releasing the brakes in order to take-off.","leaving the icing zone.","it is implementing its own anti-icing devices.",1,,
